孕周,妇间BMI参考值,BMI个体内偏差,年龄参考值,受孕方式,生产次数参考值,预测Y浓度,固定效应均值95%置信区间下限,固定效应均值95%置信区间上限,模型代号
12.5,32,0,29.0359281437,自然受孕,0.467065868263,0.051801408173,0.0481770792753,0.0559449384768,孕周二次_随机斜率
12.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0516954750861,0.0482344960599,0.0557097032408,孕周二次_随机斜率
13,32,0,29.0359281437,自然受孕,0.467065868263,0.0516208390709,0.0482343946475,0.0555141586275,孕周二次_随机斜率
13.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0515773724239,0.0483428435273,0.0553891625699,孕周二次_随机斜率
13.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0515650008103,0.0484270682209,0.0553053712379,孕周二次_随机斜率
13.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0515837030777,0.0484808108488,0.0552954599241,孕周二次_随机斜率
14,32,0,29.0359281437,自然受孕,0.467065868263,0.0516335112031,0.0485549716558,0.0552661375122,孕周二次_随机斜率
14.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0517145103734,0.0486281082008,0.0552634109065,孕周二次_随机斜率
14.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0518268391978,0.0487361415371,0.0553528146241,孕周二次_随机斜率
14.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0519706900554,0.0488428254714,0.0554802813813,孕周二次_随机斜率
15,32,0,29.0359281437,自然受孕,0.467065868263,0.0521463095762,0.0490336936085,0.0556629284677,孕周二次_随机斜率
15.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0523539992579,0.0492173564646,0.0558993484829,孕周二次_随机斜率
15.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0525941162199,0.0494315076713,0.0561058138765,孕周二次_随机斜率
15.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0528670740957,0.0497004631033,0.0563964646483,孕周二次_随机斜率
16,32,0,29.0359281437,自然受孕,0.467065868263,0.0531733440662,0.0500071779889,0.0567130060649,孕周二次_随机斜率
16.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0535134560361,0.0503018663136,0.0570366837403,孕周二次_随机斜率
16.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0538879999552,0.0506159117461,0.0574289456952,孕周二次_随机斜率
16.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0542976272888,0.0510169731105,0.0578554790299,孕周二次_随机斜率
17,32,0,29.0359281437,自然受孕,0.467065868263,0.0547430526391,0.0514178330647,0.0582990850102,孕周二次_随机斜率
17.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0552250555213,0.0518633046418,0.0588322853027,孕周二次_随机斜率
17.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0557444822982,0.0523687609127,0.0593858751813,孕周二次_随机斜率
17.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0563022482767,0.0528763709208,0.0599647007698,孕周二次_随机斜率
18,32,0,29.0359281437,自然受孕,0.467065868263,0.0568993399699,0.0533816858038,0.0605948114528,孕周二次_随机斜率
18.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0575368175291,0.0539591582244,0.06126316497,孕周二次_随机斜率
18.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0582158173502,0.0545961466481,0.0619895519143,孕周二次_随机斜率
18.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0589375548577,0.0552742717159,0.0627710437596,孕周二次_随机斜率
19,32,0,29.0359281437,自然受孕,0.467065868263,0.0597033274712,0.0559747484851,0.0635921550508,孕周二次_随机斜率
19.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0605145177579,0.0567016885336,0.0644179179104,孕周二次_随机斜率
19.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0613725967759,0.0575147996373,0.065305144567,孕周二次_随机斜率
19.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0622791276114,0.0583105923428,0.0662393496209,孕周二次_随机斜率
20,32,0,29.0359281437,自然受孕,0.467065868263,0.0632357691129,0.0591599991985,0.0672568899388,孕周二次_随机斜率
20.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0642442798268,0.0601337798292,0.0683693704268,孕周二次_随机斜率
20.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0653065221347,0.0611432725397,0.0695805304102,孕周二次_随机斜率
20.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0664244665969,0.062225205894,0.070789105247,孕周二次_随机斜率
21,32,0,29.0359281437,自然受孕,0.467065868263,0.0676001965005,0.0633782416774,0.0720858244051,孕周二次_随机斜率
21.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0688359126138,0.0645130061755,0.0733871233415,孕周二次_随机斜率
21.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0701339381451,0.0656800565214,0.0747551388039,孕周二次_随机斜率
21.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0714967239022,0.0669063963364,0.0762551589549,孕周二次_随机斜率
22,32,0,29.0359281437,自然受孕,0.467065868263,0.0729268536509,0.0681817143613,0.0778857792951,孕周二次_随机斜率
22.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0744270496619,0.0694856906831,0.0795365669409,孕周二次_随机斜率
22.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0760001784413,0.0708394137393,0.081414473899,孕周二次_随机斜率
22.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0776492566303,0.0722654337899,0.0833297110103,孕周二次_随机斜率
23,32,0,29.0359281437,自然受孕,0.467065868263,0.0793774570603,0.0737546162606,0.0853015866591,孕周二次_随机斜率
23.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0811881149452,0.0753151978206,0.0874641607535,孕周二次_随机斜率
23.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0830847341879,0.0769195871462,0.0896877684608,孕周二次_随机斜率
23.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0850709937737,0.0786580288758,0.0920059103189,孕周二次_随机斜率
24,32,0,29.0359281437,自然受孕,0.467065868263,0.0871507542187,0.080368575283,0.0944882107718,孕周二次_随机斜率
24.25,32,0,29.0359281437,自然受孕,0.467065868263,0.0893280640336,0.0820847176621,0.0971265035377,孕周二次_随机斜率
24.5,32,0,29.0359281437,自然受孕,0.467065868263,0.0916071661574,0.083920483849,0.0998804133003,孕周二次_随机斜率
24.75,32,0,29.0359281437,自然受孕,0.467065868263,0.0939925043092,0.0858223180245,0.102782515595,孕周二次_随机斜率
25,32,0,29.0359281437,自然受孕,0.467065868263,0.096488729195,0.0877750717966,0.105799195266,孕周二次_随机斜率
10,36,0,29.0359281437,自然受孕,0.467065868263,0.0482108814374,0.0426241624373,0.0548200554727,孕周二次_随机斜率
10.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0478218097619,0.0424948052365,0.0541922435616,孕周二次_随机斜率
10.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0474644354501,0.042308779494,0.0535502618737,孕周二次_随机斜率
10.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0471381260003,0.0421700625747,0.0529519243789,孕周二次_随机斜率
11,36,0,29.0359281437,自然受孕,0.467065868263,0.0468423057155,0.0420436500222,0.0524470350312,孕周二次_随机斜率
11.25,36,0,29.0359281437,自然受孕,0.467065868263,0.046576454216,0.0418893458696,0.0519346470896,孕周二次_随机斜率
11.5,36,0,29.0359281437,自然受孕,0.467065868263,0.046340105095,0.0417379245851,0.0515086771869,孕周二次_随机斜率
11.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0461328447132,0.0416305380086,0.051124040037,孕周二次_随机斜率
12,36,0,29.0359281437,自然受孕,0.467065868263,0.0459543111297,0.0415402493959,0.0506995933179,孕周二次_随机斜率
12.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0458041931662,0.0414889098494,0.0504267564905,孕周二次_随机斜率
12.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0456822296029,0.0414853684132,0.0501522897783,孕周二次_随机斜率
12.75,36,0,29.0359281437,自然受孕,0.467065868263,0.045588208503,0.0414640800827,0.0498855808182,孕周二次_随机斜率
13,36,0,29.0359281437,自然受孕,0.467065868263,0.0455219666649,0.0414215487314,0.0497551580593,孕周二次_随机斜率
13.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0454833892004,0.0414384662956,0.0496747657653,孕周二次_随机斜率
13.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0454724092376,0.0414554679684,0.0496258274009,孕周二次_随机斜率
13.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0454890077483,0.0415084913565,0.0496277445337,孕周二次_随机斜率
14,36,0,29.0359281437,自然受孕,0.467065868263,0.0455332134986,0.0415788953587,0.0496710683891,孕周二次_随机斜率
14.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0456051031232,0.041653148548,0.0497523374147,孕周二次_随机斜率
14.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0457048013237,0.0417910000177,0.0498218496433,孕周二次_随机斜率
14.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0458324811908,0.0419095922237,0.0499358592866,孕周二次_随机斜率
15,36,0,29.0359281437,自然受孕,0.467065868263,0.0459883646517,0.0420805903672,0.050067616405,孕周二次_随机斜率
15.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0461727230441,0.042288741966,0.0501976010489,孕周二次_随机斜率
15.5,36,0,29.0359281437,自然受孕,0.467065868263,0.046385877817,0.0425022675983,0.0503931770865,孕周二次_随机斜率
15.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0466282013622,0.0427334803526,0.0506302735978,孕周二次_随机斜率
16,36,0,29.0359281437,自然受孕,0.467065868263,0.0469001179767,0.0430014844343,0.0508950559372,孕周二次_随机斜率
16.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0472021049595,0.0433146303381,0.0512317227242,孕周二次_随机斜率
16.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0475346938447,0.043609200061,0.0515923959176,孕周二次_随机斜率
16.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0478984717753,0.0439444344423,0.0520014198716,孕周二次_随机斜率
17,36,0,29.0359281437,自然受孕,0.467065868263,0.0482940830196,0.0443248243592,0.0524203928883,孕周二次_随机斜率
17.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0487222306341,0.0447172887928,0.0528785381725,孕周二次_随机斜率
17.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0491836782784,0.0451238364504,0.0533983361374,孕周二次_随机斜率
17.75,36,0,29.0359281437,自然受孕,0.467065868263,0.049679252183,0.0455828144803,0.0539418944206,孕周二次_随机斜率
18,36,0,29.0359281437,自然受孕,0.467065868263,0.0502098432783,0.0460799631941,0.0544956199796,孕周二次_随机斜率
18.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0507764094859,0.0466093267016,0.0551153624765,孕周二次_随机斜率
18.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0513799781799,0.0471698715885,0.0557885060677,孕周二次_随机斜率
18.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0520216488204,0.0477350019267,0.0564914921973,孕周二次_随机斜率
19,36,0,29.0359281437,自然受孕,0.467065868263,0.0527025957676,0.048342677952,0.0572609734697,孕周二次_随机斜率
19.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0534240712781,0.0489882652977,0.058048351495,孕周二次_随机斜率
19.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0541874086917,0.049675025639,0.0588727213419,孕周二次_随机斜率
19.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0549940258126,0.0503559853943,0.0597190450585,孕周二次_随机斜率
20,36,0,29.0359281437,自然受孕,0.467065868263,0.0558454284896,0.051150188226,0.0606362185313,孕周二次_随机斜率
20.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0567432144017,0.051918300724,0.0616268714127,孕周二次_随机斜率
20.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0576890770529,0.0527318480882,0.0626696023427,孕周二次_随机斜率
20.75,36,0,29.0359281437,自然受孕,0.467065868263,0.058684809981,0.0536672434879,0.0637445130723,孕周二次_随机斜率
21,36,0,29.0359281437,自然受孕,0.467065868263,0.0597323111838,0.054669701197,0.0648983269665,孕周二次_随机斜率
21.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0608335877668,0.0556665283708,0.0661610812486,孕周二次_随机斜率
21.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0619907608143,0.0567205675496,0.0674054473517,孕周二次_随机斜率
21.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0632060704854,0.0578498020101,0.0688161488204,孕周二次_随机斜率
22,36,0,29.0359281437,自然受孕,0.467065868263,0.0644818813354,0.0590010928047,0.0701474912568,孕周二次_随机斜率
22.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0658206878625,0.0601304802928,0.0716223814258,孕周二次_随机斜率
22.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0672251202743,0.0613442554588,0.073182566869,孕周二次_随机斜率
22.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0686979504726,0.0626799838997,0.0748636488372,孕周二次_随机斜率
23,36,0,29.0359281437,自然受孕,0.467065868263,0.0702420982474,0.0639472615868,0.0766508367251,孕周二次_随机斜率
23.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0718606376698,0.06536096601,0.0785184075746,孕周二次_随机斜率
23.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0735568036725,0.0667382602927,0.0805751320922,孕周二次_随机斜率
23.75,36,0,29.0359281437,自然受孕,0.467065868263,0.0753339987992,0.0681536159918,0.0826567675189,孕周二次_随机斜率
24,36,0,29.0359281437,自然受孕,0.467065868263,0.0771958001032,0.069674241034,0.0849259522845,孕周二次_随机斜率
24.25,36,0,29.0359281437,自然受孕,0.467065868263,0.0791459661678,0.0712904427647,0.087259611913,孕周二次_随机斜率
24.5,36,0,29.0359281437,自然受孕,0.467065868263,0.0811884442189,0.0730887880184,0.0896477718598,孕周二次_随机斜率
24.75,36,0,29.0359281437,自然受孕,0.467065868263,0.08332737729,0.0747321818132,0.0921996519804,孕周二次_随机斜率
25,36,0,29.0359281437,自然受孕,0.467065868263,0.0855671113958,0.0766023444187,0.0948688614266,孕周二次_随机斜率
10,40,0,29.0359281437,自然受孕,0.467065868263,0.0424968340116,0.0360422722664,0.0501508087157,孕周二次_随机斜率
10.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0421518336403,0.0358202806614,0.0496015852892,孕周二次_随机斜率
10.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0418349696311,0.0356692153647,0.0491198085007,孕周二次_随机斜率
10.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0415456737428,0.0354892788014,0.0486385371353,孕周二次_随机斜率
11,40,0,29.0359281437,自然受孕,0.467065868263,0.0412834289218,0.0352970520262,0.0482173327364,孕周二次_随机斜率
11.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0410477679234,0.0351800836866,0.047804944268,孕周二次_随机斜率
11.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0408382720675,0.0350460014353,0.0474397818727,孕周二次_随机斜率
11.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0406545701229,0.0349523893856,0.0471109055933,孕周二次_随机斜率
12,40,0,29.0359281437,自然受孕,0.467065868263,0.0404963373192,0.0348673066078,0.0468714925293,孕周二次_随机斜率
12.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0403632944824,0.0347360276618,0.0466202034501,孕周二次_随机斜率
12.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0402552072923,0.0346906971312,0.0464548584947,孕周二次_随机斜率
12.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0401718856593,0.0345999761666,0.0462612653535,孕周二次_随机斜率
13,40,0,29.0359281437,自然受孕,0.467065868263,0.0401131832189,0.0345458844838,0.0462106663463,孕周二次_随机斜率
13.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0400789969429,0.0345791682224,0.0460666913232,孕周二次_随机斜率
13.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0400692668653,0.0345741881212,0.0459189772644,孕周二次_随机斜率
13.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0400839759234,0.0346245249689,0.0459542177185,孕周二次_随机斜率
14,40,0,29.0359281437,自然受孕,0.467065868263,0.040123149912,0.0346636097763,0.045955307418,孕周二次_随机斜率
14.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0401868575521,0.034709911799,0.046031582839,孕周二次_随机斜率
14.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0402752106738,0.0347775638446,0.0460664264845,孕周二次_随机斜率
14.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0403883645131,0.0349198955035,0.0462274477779,孕周二次_随机斜率
15,40,0,29.0359281437,自然受孕,0.467065868263,0.0405265181247,0.0350145702843,0.0464352174235,孕周二次_随机斜率
15.25,40,0,29.0359281437,自然受孕,0.467065868263,0.040689914911,0.0351617062149,0.0466175781305,孕周二次_随机斜率
15.5,40,0,29.0359281437,自然受孕,0.467065868263,0.04087884327,0.0352934880027,0.0468507388254,孕周二次_随机斜率
15.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0410936373622,0.035478508047,0.0470795782901,孕周二次_随机斜率
16,40,0,29.0359281437,自然受孕,0.467065868263,0.0413346779997,0.0357147497695,0.0473334557509,孕周二次_随机斜率
16.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0416023936609,0.0359631150924,0.0475823049301,孕周二次_随机斜率
16.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0418972616313,0.0361998925021,0.0479201246442,孕周二次_随机斜率
16.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0422198092753,0.0364666035025,0.0483270265758,孕周二次_随机斜率
17,40,0,29.0359281437,自然受孕,0.467065868263,0.0425706154424,0.0367617312898,0.0487575522863,孕周二次_随机斜率
17.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0429503120102,0.0370784599111,0.0492282015174,孕周二次_随机斜率
17.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0433595855701,0.0374176648232,0.0497067999243,孕周二次_随机斜率
17.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0437991792585,0.0378062217994,0.0502215573417,孕周二次_随机斜率
18,40,0,29.0359281437,自然受孕,0.467065868263,0.0442698947395,0.0381885398805,0.0507771906457,孕周二次_随机斜率
18.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0447725943427,0.0386232516675,0.0513038427829,孕周二次_随机斜率
18.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0453082033628,0.039108807801,0.0519519818472,孕周二次_随机斜率
