自助重复号,效应名称,Y浓度变化,收敛,拟合警告
15,同一孕妇BMI相对本人均值增加1单位,-0.00145424810457,1,The MLE may be on the boundary of the parameter space.
16,孕周由12周增至20周,0.0118603466569,1,The MLE may be on the boundary of the parameter space.
16,孕周由12周增至24周,0.0343685760192,1,The MLE may be on the boundary of the parameter space.
16,妇间平均BMI增加1单位,-0.00152035805836,1,The MLE may be on the boundary of the parameter space.
16,同一孕妇BMI相对本人均值增加1单位,-0.00294119251691,1,The MLE may be on the boundary of the parameter space.
17,孕周由12周增至20周,0.012325331302,1,The MLE may be on the boundary of the parameter space.
17,孕周由12周增至24周,0.0355043936327,1,The MLE may be on the boundary of the parameter space.
17,妇间平均BMI增加1单位,-0.00155191446564,1,The MLE may be on the boundary of the parameter space.
17,同一孕妇BMI相对本人均值增加1单位,-0.000730166676627,1,The MLE may be on the boundary of the parameter space.
18,孕周由12周增至20周,0.0150236370291,1,The MLE may be on the boundary of the parameter space.
18,孕周由12周增至24周,0.0377799735776,1,The MLE may be on the boundary of the parameter space.
18,妇间平均BMI增加1单位,-0.00168552810259,1,The MLE may be on the boundary of the parameter space.
18,同一孕妇BMI相对本人均值增加1单位,-0.00136406018158,1,The MLE may be on the boundary of the parameter space.
19,孕周由12周增至20周,0.0122500377729,1,The MLE may be on the boundary of the parameter space.
19,孕周由12周增至24周,0.0414076740171,1,The MLE may be on the boundary of the parameter space.
19,妇间平均BMI增加1单位,-0.00144503760624,1,The MLE may be on the boundary of the parameter space.
19,同一孕妇BMI相对本人均值增加1单位,-0.00369228388424,1,The MLE may be on the boundary of the parameter space.
20,孕周由12周增至20周,0.0125127928676,1,The MLE may be on the boundary of the parameter space.
20,孕周由12周增至24周,0.0384373724951,1,The MLE may be on the boundary of the parameter space.
20,妇间平均BMI增加1单位,-0.0017311607863,1,The MLE may be on the boundary of the parameter space.
20,同一孕妇BMI相对本人均值增加1单位,-0.00240996059606,1,The MLE may be on the boundary of the parameter space.
21,孕周由12周增至20周,0.0164241369119,1,The MLE may be on the boundary of the parameter space.
21,孕周由12周增至24周,0.0409917513517,1,The MLE may be on the boundary of the parameter space.
21,妇间平均BMI增加1单位,-0.00140588128094,1,The MLE may be on the boundary of the parameter space.
21,同一孕妇BMI相对本人均值增加1单位,-0.000758592548547,1,The MLE may be on the boundary of the parameter space.
22,孕周由12周增至20周,0.0132144234927,1,The MLE may be on the boundary of the parameter space.
22,孕周由12周增至24周,0.0450179311924,1,The MLE may be on the boundary of the parameter space.
22,妇间平均BMI增加1单位,-0.00207259331464,1,The MLE may be on the boundary of the parameter space.
22,同一孕妇BMI相对本人均值增加1单位,-0.00130458025618,1,The MLE may be on the boundary of the parameter space.
23,孕周由12周增至20周,0.012704536415,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
23,孕周由12周增至24周,0.0400159851519,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
23,妇间平均BMI增加1单位,-0.00143582670115,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
23,同一孕妇BMI相对本人均值增加1单位,-0.00325607010954,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
24,孕周由12周增至20周,0.0125805702839,1,The MLE may be on the boundary of the parameter space.
24,孕周由12周增至24周,0.0428087863142,1,The MLE may be on the boundary of the parameter space.
24,妇间平均BMI增加1单位,-0.000792236818335,1,The MLE may be on the boundary of the parameter space.
24,同一孕妇BMI相对本人均值增加1单位,-0.0021351180722,1,The MLE may be on the boundary of the parameter space.
25,孕周由12周增至20周,0.0141582035448,1,The MLE may be on the boundary of the parameter space.
25,孕周由12周增至24周,0.0397394057137,1,The MLE may be on the boundary of the parameter space.
25,妇间平均BMI增加1单位,-0.00215968907719,1,The MLE may be on the boundary of the parameter space.
25,同一孕妇BMI相对本人均值增加1单位,-0.00328935675428,1,The MLE may be on the boundary of the parameter space.
26,孕周由12周增至20周,0.00755707359459,1,The MLE may be on the boundary of the parameter space.
26,孕周由12周增至24周,0.0353514534525,1,The MLE may be on the boundary of the parameter space.
26,妇间平均BMI增加1单位,-0.00133343200844,1,The MLE may be on the boundary of the parameter space.
26,同一孕妇BMI相对本人均值增加1单位,0.000386569638591,1,The MLE may be on the boundary of the parameter space.
27,孕周由12周增至20周,0.0120292278326,1,The MLE may be on the boundary of the parameter space.
27,孕周由12周增至24周,0.0413125973368,1,The MLE may be on the boundary of the parameter space.
27,妇间平均BMI增加1单位,-0.00214960640657,1,The MLE may be on the boundary of the parameter space.
27,同一孕妇BMI相对本人均值增加1单位,-0.00179667777277,1,The MLE may be on the boundary of the parameter space.
28,孕周由12周增至20周,0.0117515896496,1,The MLE may be on the boundary of the parameter space.
28,孕周由12周增至24周,0.0353926263952,1,The MLE may be on the boundary of the parameter space.
28,妇间平均BMI增加1单位,-0.00158042434675,1,The MLE may be on the boundary of the parameter space.
28,同一孕妇BMI相对本人均值增加1单位,-0.000385816678832,1,The MLE may be on the boundary of the parameter space.
29,孕周由12周增至20周,0.0112536912595,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
29,孕周由12周增至24周,0.0389325920485,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
29,妇间平均BMI增加1单位,-0.00126331306453,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
29,同一孕妇BMI相对本人均值增加1单位,-0.00298869891619,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
30,孕周由12周增至20周,0.0162197213723,1,The MLE may be on the boundary of the parameter space.
30,孕周由12周增至24周,0.0449911617615,1,The MLE may be on the boundary of the parameter space.
30,妇间平均BMI增加1单位,-0.00201052041127,1,The MLE may be on the boundary of the parameter space.
30,同一孕妇BMI相对本人均值增加1单位,-0.00392295690032,1,The MLE may be on the boundary of the parameter space.
31,孕周由12周增至20周,0.00950640264996,1,The MLE may be on the boundary of the parameter space.
31,孕周由12周增至24周,0.0377713104305,1,The MLE may be on the boundary of the parameter space.
31,妇间平均BMI增加1单位,-0.00237971580443,1,The MLE may be on the boundary of the parameter space.
31,同一孕妇BMI相对本人均值增加1单位,-0.00168770328408,1,The MLE may be on the boundary of the parameter space.
32,孕周由12周增至20周,0.0113516934078,1,The MLE may be on the boundary of the parameter space.
32,孕周由12周增至24周,0.0357728932634,1,The MLE may be on the boundary of the parameter space.
32,妇间平均BMI增加1单位,-0.000212247401547,1,The MLE may be on the boundary of the parameter space.
32,同一孕妇BMI相对本人均值增加1单位,-0.0011022736332,1,The MLE may be on the boundary of the parameter space.
33,孕周由12周增至20周,0.0153488968508,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
33,孕周由12周增至24周,0.0391218013306,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
33,妇间平均BMI增加1单位,-0.00209867606073,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
33,同一孕妇BMI相对本人均值增加1单位,-0.00170383574489,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
34,孕周由12周增至20周,0.010143449408,1,The MLE may be on the boundary of the parameter space.
34,孕周由12周增至24周,0.0381335982684,1,The MLE may be on the boundary of the parameter space.
34,妇间平均BMI增加1单位,-0.00211150653072,1,The MLE may be on the boundary of the parameter space.
34,同一孕妇BMI相对本人均值增加1单位,-0.00169451046393,1,The MLE may be on the boundary of the parameter space.
35,孕周由12周增至20周,0.0114957768525,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
35,孕周由12周增至24周,0.0410220511048,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
35,妇间平均BMI增加1单位,-0.00299471722162,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
35,同一孕妇BMI相对本人均值增加1单位,-0.00208527802922,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
36,孕周由12周增至20周,0.00629227033355,1,The MLE may be on the boundary of the parameter space.
36,孕周由12周增至24周,0.0323040822567,1,The MLE may be on the boundary of the parameter space.
36,妇间平均BMI增加1单位,-0.00124460475378,1,The MLE may be on the boundary of the parameter space.
36,同一孕妇BMI相对本人均值增加1单位,-0.00156357436118,1,The MLE may be on the boundary of the parameter space.
37,孕周由12周增至20周,0.0119207223682,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
37,孕周由12周增至24周,0.0404283713087,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
37,妇间平均BMI增加1单位,-0.0018999864792,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
37,同一孕妇BMI相对本人均值增加1单位,-0.00446434083617,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
38,孕周由12周增至20周,0.0101092088199,1,The MLE may be on the boundary of the parameter space.
38,孕周由12周增至24周,0.0410579927084,1,The MLE may be on the boundary of the parameter space.
38,妇间平均BMI增加1单位,-0.00216447803408,1,The MLE may be on the boundary of the parameter space.
38,同一孕妇BMI相对本人均值增加1单位,-0.00186234883289,1,The MLE may be on the boundary of the parameter space.
39,孕周由12周增至20周,0.0120788208202,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
39,孕周由12周增至24周,0.042336686553,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
39,妇间平均BMI增加1单位,-0.000996395452457,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
39,同一孕妇BMI相对本人均值增加1单位,-0.00282334311677,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
40,孕周由12周增至20周,0.0149191526422,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
40,孕周由12周增至24周,0.0425056325736,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
40,妇间平均BMI增加1单位,-0.00130764688984,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
40,同一孕妇BMI相对本人均值增加1单位,-0.00196759740333,1,Random effects covariance is singular | The MLE may be on the boundary of the parameter space.
41,孕周由12周增至20周,0.00971940686502,1,The MLE may be on the boundary of the parameter space.
41,孕周由12周增至24周,0.0382813806017,1,The MLE may be on the boundary of the parameter space.
41,妇间平均BMI增加1单位,-0.00136430551837,1,The MLE may be on the boundary of the parameter space.
41,同一孕妇BMI相对本人均值增加1单位,-0.00212072258296,1,The MLE may be on the boundary of the parameter space.
42,孕周由12周增至20周,0.0128539421009,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
42,孕周由12周增至24周,0.0410722002784,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
42,妇间平均BMI增加1单位,-0.00137631606108,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
42,同一孕妇BMI相对本人均值增加1单位,-0.00415921737541,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
43,孕周由12周增至20周,0.0115344712824,1,The MLE may be on the boundary of the parameter space.
43,孕周由12周增至24周,0.03766453538,1,The MLE may be on the boundary of the parameter space.
43,妇间平均BMI增加1单位,-0.00251801477836,1,The MLE may be on the boundary of the parameter space.
43,同一孕妇BMI相对本人均值增加1单位,-0.00282846148871,1,The MLE may be on the boundary of the parameter space.
44,孕周由12周增至20周,0.0164284073687,1,The MLE may be on the boundary of the parameter space.
44,孕周由12周增至24周,0.0446965465546,1,The MLE may be on the boundary of the parameter space.
44,妇间平均BMI增加1单位,-0.0015365162923,1,The MLE may be on the boundary of the parameter space.
44,同一孕妇BMI相对本人均值增加1单位,-0.00119054238527,1,The MLE may be on the boundary of the parameter space.
45,孕周由12周增至20周,0.0142641037013,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
45,孕周由12周增至24周,0.0424519312851,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
45,妇间平均BMI增加1单位,-0.00156143103636,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
45,同一孕妇BMI相对本人均值增加1单位,-0.00515535207351,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
46,孕周由12周增至20周,0.0121758903915,1,The MLE may be on the boundary of the parameter space.
46,孕周由12周增至24周,0.041140825307,1,The MLE may be on the boundary of the parameter space.
46,妇间平均BMI增加1单位,-0.000365148559622,1,The MLE may be on the boundary of the parameter space.
46,同一孕妇BMI相对本人均值增加1单位,-0.00118212080034,1,The MLE may be on the boundary of the parameter space.
47,孕周由12周增至20周,0.0125601614731,1,The MLE may be on the boundary of the parameter space.
47,孕周由12周增至24周,0.0382030966557,1,The MLE may be on the boundary of the parameter space.
47,妇间平均BMI增加1单位,-0.00282486761466,1,The MLE may be on the boundary of the parameter space.
47,同一孕妇BMI相对本人均值增加1单位,-0.00306041186717,1,The MLE may be on the boundary of the parameter space.
48,孕周由12周增至20周,0.0089096432344,1,The MLE may be on the boundary of the parameter space.
48,孕周由12周增至24周,0.043565866854,1,The MLE may be on the boundary of the parameter space.
48,妇间平均BMI增加1单位,-0.00110892166697,1,The MLE may be on the boundary of the parameter space.
48,同一孕妇BMI相对本人均值增加1单位,-0.00210768848093,1,The MLE may be on the boundary of the parameter space.
49,孕周由12周增至20周,0.0107700344364,1,The MLE may be on the boundary of the parameter space.
49,孕周由12周增至24周,0.0370899741753,1,The MLE may be on the boundary of the parameter space.
49,妇间平均BMI增加1单位,-0.00199075197048,1,The MLE may be on the boundary of the parameter space.
49,同一孕妇BMI相对本人均值增加1单位,-0.0006041755915,1,The MLE may be on the boundary of the parameter space.
50,孕周由12周增至20周,0.0139735688982,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
50,孕周由12周增至24周,0.0501806582634,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
50,妇间平均BMI增加1单位,-0.00152276458248,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
50,同一孕妇BMI相对本人均值增加1单位,-0.00450020792419,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
51,孕周由12周增至20周,0.0130231833068,1,The MLE may be on the boundary of the parameter space.
51,孕周由12周增至24周,0.0392124809998,1,The MLE may be on the boundary of the parameter space.
51,妇间平均BMI增加1单位,-0.0012899986545,1,The MLE may be on the boundary of the parameter space.
51,同一孕妇BMI相对本人均值增加1单位,-0.000783197024902,1,The MLE may be on the boundary of the parameter space.
52,孕周由12周增至20周,0.00768876029894,1,The MLE may be on the boundary of the parameter space.
52,孕周由12周增至24周,0.036351104386,1,The MLE may be on the boundary of the parameter space.
52,妇间平均BMI增加1单位,-0.00145839248962,1,The MLE may be on the boundary of the parameter space.
52,同一孕妇BMI相对本人均值增加1单位,-0.00119685926192,1,The MLE may be on the boundary of the parameter space.
53,孕周由12周增至20周,0.00890226179398,1,The MLE may be on the boundary of the parameter space.
53,孕周由12周增至24周,0.038069638452,1,The MLE may be on the boundary of the parameter space.
53,妇间平均BMI增加1单位,-0.00146571182823,1,The MLE may be on the boundary of the parameter space.
53,同一孕妇BMI相对本人均值增加1单位,-0.00124940207961,1,The MLE may be on the boundary of the parameter space.
54,孕周由12周增至20周,0.0126096650736,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
54,孕周由12周增至24周,0.0382743265622,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
54,妇间平均BMI增加1单位,-0.000615370093245,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
54,同一孕妇BMI相对本人均值增加1单位,-0.00206194065391,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
55,孕周由12周增至20周,0.0115617071292,1,The MLE may be on the boundary of the parameter space.
55,孕周由12周增至24周,0.0414047672242,1,The MLE may be on the boundary of the parameter space.
55,妇间平均BMI增加1单位,-0.00220095293607,1,The MLE may be on the boundary of the parameter space.
55,同一孕妇BMI相对本人均值增加1单位,-0.00310392414511,1,The MLE may be on the boundary of the parameter space.
56,孕周由12周增至20周,0.00444576004713,1,The MLE may be on the boundary of the parameter space.
56,孕周由12周增至24周,0.0299580793325,1,The MLE may be on the boundary of the parameter space.
56,妇间平均BMI增加1单位,-0.00153510603762,1,The MLE may be on the boundary of the parameter space.
56,同一孕妇BMI相对本人均值增加1单位,-0.000581757602881,1,The MLE may be on the boundary of the parameter space.
57,孕周由12周增至20周,0.0122590320513,1,The MLE may be on the boundary of the parameter space.
57,孕周由12周增至24周,0.0363953868464,1,The MLE may be on the boundary of the parameter space.
57,妇间平均BMI增加1单位,-0.00133844000391,1,The MLE may be on the boundary of the parameter space.
57,同一孕妇BMI相对本人均值增加1单位,-0.000958818256373,1,The MLE may be on the boundary of the parameter space.
58,孕周由12周增至20周,0.0113054784126,1,The MLE may be on the boundary of the parameter space.
58,孕周由12周增至24周,0.0444071655595,1,The MLE may be on the boundary of the parameter space.
58,妇间平均BMI增加1单位,-0.00195024187903,1,The MLE may be on the boundary of the parameter space.
58,同一孕妇BMI相对本人均值增加1单位,-0.0021640820952,1,The MLE may be on the boundary of the parameter space.
59,孕周由12周增至20周,0.00822144857449,1,The MLE may be on the boundary of the parameter space.
59,孕周由12周增至24周,0.0336906221531,1,The MLE may be on the boundary of the parameter space.
59,妇间平均BMI增加1单位,-0.00158965661163,1,The MLE may be on the boundary of the parameter space.
59,同一孕妇BMI相对本人均值增加1单位,-0.00205542450758,1,The MLE may be on the boundary of the parameter space.
60,孕周由12周增至20周,0.0143993360388,1,The MLE may be on the boundary of the parameter space.
60,孕周由12周增至24周,0.0452641165422,1,The MLE may be on the boundary of the parameter space.
60,妇间平均BMI增加1单位,-0.00319220012968,1,The MLE may be on the boundary of the parameter space.
60,同一孕妇BMI相对本人均值增加1单位,-0.00364485833341,1,The MLE may be on the boundary of the parameter space.
61,孕周由12周增至20周,0.0148053052962,1,The MLE may be on the boundary of the parameter space.
61,孕周由12周增至24周,0.0394733572797,1,The MLE may be on the boundary of the parameter space.
61,妇间平均BMI增加1单位,-0.00183607135899,1,The MLE may be on the boundary of the parameter space.
61,同一孕妇BMI相对本人均值增加1单位,-0.00122140589534,1,The MLE may be on the boundary of the parameter space.
62,孕周由12周增至20周,0.0127732089646,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
62,孕周由12周增至24周,0.0454479513366,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
62,妇间平均BMI增加1单位,-0.00150048730718,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
62,同一孕妇BMI相对本人均值增加1单位,-0.00231495210044,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
63,孕周由12周增至20周,0.0130645436941,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
63,孕周由12周增至24周,0.0369516987655,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
63,妇间平均BMI增加1单位,-0.00181613616861,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
63,同一孕妇BMI相对本人均值增加1单位,-0.000624089275016,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
64,孕周由12周增至20周,0.0103130254173,1,The MLE may be on the boundary of the parameter space.
64,孕周由12周增至24周,0.0380868416718,1,The MLE may be on the boundary of the parameter space.
64,妇间平均BMI增加1单位,-0.00150990874388,1,The MLE may be on the boundary of the parameter space.
64,同一孕妇BMI相对本人均值增加1单位,0.000135409816536,1,The MLE may be on the boundary of the parameter space.
65,孕周由12周增至20周,0.0119802558829,1,The MLE may be on the boundary of the parameter space.
65,孕周由12周增至24周,0.041171085023,1,The MLE may be on the boundary of the parameter space.
65,妇间平均BMI增加1单位,-0.00221316214248,1,The MLE may be on the boundary of the parameter space.
65,同一孕妇BMI相对本人均值增加1单位,-0.00154264235255,1,The MLE may be on the boundary of the parameter space.
66,孕周由12周增至20周,0.0152999084197,1,The MLE may be on the boundary of the parameter space.
66,孕周由12周增至24周,0.0397664203764,1,The MLE may be on the boundary of the parameter space.
66,妇间平均BMI增加1单位,-0.00207819949132,1,The MLE may be on the boundary of the parameter space.
66,同一孕妇BMI相对本人均值增加1单位,-0.00554745642301,1,The MLE may be on the boundary of the parameter space.
67,孕周由12周增至20周,0.0144290622833,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
67,孕周由12周增至24周,0.0372344438988,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
67,妇间平均BMI增加1单位,-0.00263065435747,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
67,同一孕妇BMI相对本人均值增加1单位,-0.00407107917606,1,The MLE may be on the boundary of the parameter space. | lbfgs失败:LinAlgError:Singular matrix
68,孕周由12周增至20周,0.0133890339037,1,The MLE may be on the boundary of the parameter space.
68,孕周由12周增至24周,0.0400485837027,1,The MLE may be on the boundary of the parameter space.
68,妇间平均BMI增加1单位,-0.00333141972023,1,The MLE may be on the boundary of the parameter space.
68,同一孕妇BMI相对本人均值增加1单位,-0.00347871994488,1,The MLE may be on the boundary of the parameter space.
69,孕周由12周增至20周,0.0095686797031,1,The MLE may be on the boundary of the parameter space.
69,孕周由12周增至24周,0.0427918075172,1,The MLE may be on the boundary of the parameter space.
69,妇间平均BMI增加1单位,-0.00149369732445,1,The MLE may be on the boundary of the parameter space.
69,同一孕妇BMI相对本人均值增加1单位,-0.00281676845732,1,The MLE may be on the boundary of the parameter space.
70,孕周由12周增至20周,0.0130550855041,1,The MLE may be on the boundary of the parameter space.
