自助序号,收敛标志,孕周效应_百分点,妇间BMI效应_百分点,BMI个体内效应_百分点,警告或异常
30,1,0.38187161159,-0.0804916755452,-0.0553131439276,The MLE may be on the boundary of the parameter space.
31,1,0.385329476377,-0.113170791083,-0.0838078183368,The MLE may be on the boundary of the parameter space.
32,1,0.400003335585,-0.166862806533,-0.201256594706,The MLE may be on the boundary of the parameter space.
33,1,0.364061276873,-0.2104710735,0.0178147640501,The MLE may be on the boundary of the parameter space.
34,1,0.396154344858,-0.208599122954,0.0874581555273,The MLE may be on the boundary of the parameter space.
35,1,0.419104098715,-0.168487349549,-0.217523242524,The MLE may be on the boundary of the parameter space.
36,1,0.34181567591,-0.270319733837,0.0771972539473,The MLE may be on the boundary of the parameter space.
37,1,0.493238364535,-0.214662567743,-0.120198774698,The MLE may be on the boundary of the parameter space.
38,1,0.322642981684,-0.181933343389,-0.15712217334,The MLE may be on the boundary of the parameter space.
39,1,0.385802364697,-0.199277912167,-0.356190099728,The MLE may be on the boundary of the parameter space.
40,1,0.367044936351,-0.158471283737,-0.100951463378,The MLE may be on the boundary of the parameter space.
41,1,0.385079421386,-0.2253555663,-0.0703002739945,The MLE may be on the boundary of the parameter space.
42,1,0.324077099657,-0.186425002559,-0.0609705226449,The MLE may be on the boundary of the parameter space.
43,1,0.362895782525,-0.106833038723,-0.00404875873542,The MLE may be on the boundary of the parameter space.
44,1,0.358848877472,-0.22299098985,0.0144303380086,The MLE may be on the boundary of the parameter space.
45,1,0.305163341425,-0.139486273313,-0.124127523269,The MLE may be on the boundary of the parameter space.
46,1,0.310384598333,-0.244606277578,0.143071639706,The MLE may be on the boundary of the parameter space.
47,1,0.357218015866,-0.178515755255,-0.1012655381,The MLE may be on the boundary of the parameter space.
48,1,0.382258672903,-0.169312130039,-0.299974568566,The MLE may be on the boundary of the parameter space.
49,1,0.302552842147,-0.094307633581,0.0568497499825,The MLE may be on the boundary of the parameter space.
50,1,0.402345722289,-0.169374619121,-0.10819751008,The MLE may be on the boundary of the parameter space.
51,1,0.349221167606,-0.153669360616,0.100857066612,The MLE may be on the boundary of the parameter space.
52,1,0.404431543263,-0.173341877021,-0.278461705688,The MLE may be on the boundary of the parameter space.
53,1,0.347294652502,-0.272723497238,-0.0217368356381,The MLE may be on the boundary of the parameter space.
54,1,0.387278492536,-0.265008480049,-0.0828592833373,The MLE may be on the boundary of the parameter space.
55,1,0.320073310386,-0.124248358323,-0.0223755336428,The MLE may be on the boundary of the parameter space.
56,1,0.336889184109,-0.187707783145,0.090247560524,The MLE may be on the boundary of the parameter space.
57,1,0.368600965522,-0.221167019442,-0.00797922659004,The MLE may be on the boundary of the parameter space.
58,1,0.323000142154,-0.19068587727,-0.0588950584644,The MLE may be on the boundary of the parameter space.
59,1,0.329438796538,-0.23024924109,-0.051706632994,"Maximum Likelihood optimization failed to converge. Check mle_retvals；MixedLM optimization failed, trying a different optimizer may help.；Gradient optimization failed, |grad| = 86.874615；The MLE may be on the boundary of the parameter space."
60,1,0.39656705575,-0.227745422402,-0.12599860032,The MLE may be on the boundary of the parameter space.
61,1,0.306775929578,-0.216007968868,0.0810966194878,The MLE may be on the boundary of the parameter space.
62,1,0.330680952774,-0.155799531952,-0.0764246787045,The MLE may be on the boundary of the parameter space.
63,1,0.407238305821,-0.180670603631,-0.373481362824,The MLE may be on the boundary of the parameter space.
64,1,0.318583348629,-0.163812579726,0.0254328487598,The MLE may be on the boundary of the parameter space.
65,1,0.274681104086,-0.198003998616,0.00154668817412,The MLE may be on the boundary of the parameter space.
66,1,0.380089956221,-0.329718786876,0.0428552612704,The MLE may be on the boundary of the parameter space.
67,1,0.401512213048,-0.161461664898,-0.232478729368,The MLE may be on the boundary of the parameter space.
68,1,0.389116577041,-0.253532539689,-0.146033322512,The MLE may be on the boundary of the parameter space.
69,1,0.375674321772,-0.189798042702,-0.147721562081,The MLE may be on the boundary of the parameter space.
70,1,0.380408038975,-0.179198434344,-0.102319005174,The MLE may be on the boundary of the parameter space.
71,1,0.356664923487,-0.223684936978,0.0187347784342,The MLE may be on the boundary of the parameter space.
72,1,0.369724259,-0.247604836994,0.028225847839,The MLE may be on the boundary of the parameter space.
73,1,0.314399298315,-0.209712461616,-0.038552527934,The MLE may be on the boundary of the parameter space.
74,1,0.313538164254,-0.176144843995,0.103420316557,The MLE may be on the boundary of the parameter space.
75,1,0.402631439993,-0.116404931505,-0.177216018514,The MLE may be on the boundary of the parameter space.
76,1,0.381337230184,-0.219839719381,-0.229760681317,The MLE may be on the boundary of the parameter space.
77,1,0.321906057441,-0.24644353198,0.0694166144121,The MLE may be on the boundary of the parameter space.
78,1,0.331569209727,-0.198787536619,-0.0913650553432,The MLE may be on the boundary of the parameter space.
79,1,0.327413999137,-0.222157172511,-0.374983134787,The MLE may be on the boundary of the parameter space.
80,1,0.316155585828,-0.197033372882,-0.256668296827,The MLE may be on the boundary of the parameter space.
81,1,0.442859287966,-0.195526086091,-0.477816065862,The MLE may be on the boundary of the parameter space.
82,1,0.325318707115,-0.226686180561,-0.05891582167,The MLE may be on the boundary of the parameter space.
83,1,0.429611550111,-0.191223267659,-0.190026890044,The MLE may be on the boundary of the parameter space.
84,1,0.319717117081,-0.234048171327,-0.00846517779272,The MLE may be on the boundary of the parameter space.
85,1,0.367987400373,-0.226745279395,-0.13289308481,The MLE may be on the boundary of the parameter space.
86,1,0.351898198543,-0.205275653602,-0.0255381108983,The MLE may be on the boundary of the parameter space.
87,1,0.390814988775,-0.157344355077,-0.117519604748,The MLE may be on the boundary of the parameter space.
88,1,0.366381330256,-0.173921849731,-0.129946737183,The MLE may be on the boundary of the parameter space.
89,1,0.395802731678,-0.132884223573,-0.499279791325,The MLE may be on the boundary of the parameter space.
90,1,0.34119996614,-0.0650522005442,0.0345509394673,The MLE may be on the boundary of the parameter space.
91,1,0.392756143514,-0.177809387097,-0.238293080812,The MLE may be on the boundary of the parameter space.
92,1,0.343436447696,-0.126339549203,-0.1461652491,The MLE may be on the boundary of the parameter space.
93,1,0.381479928673,-0.225502732276,-0.181491293872,The MLE may be on the boundary of the parameter space.
94,1,0.344849924012,-0.1334106997,0.16864884397,The MLE may be on the boundary of the parameter space.
95,1,0.305310950137,-0.242341149475,0.00483169267403,The MLE may be on the boundary of the parameter space.
96,1,0.39868114873,-0.156604542861,-0.0434743907934,The MLE may be on the boundary of the parameter space.
97,1,0.274868667566,-0.287867159924,0.0941432188806,The MLE may be on the boundary of the parameter space.
98,1,0.341868561879,-0.138492614487,-0.0577057382281,The MLE may be on the boundary of the parameter space.
99,1,0.350067698691,-0.254688984805,-0.0562865201176,The MLE may be on the boundary of the parameter space.
100,1,0.424940830326,-0.272821005935,-0.332408404541,The MLE may be on the boundary of the parameter space.
101,1,0.396479214532,-0.136010652107,-0.380007399024,The MLE may be on the boundary of the parameter space.
102,1,0.318755977146,-0.0963745804644,-0.0153945931052,The MLE may be on the boundary of the parameter space.
103,1,0.309944861674,-0.232692285314,-0.086885943454,The MLE may be on the boundary of the parameter space.
104,1,0.316082959631,-0.174604682867,-0.115229797077,The MLE may be on the boundary of the parameter space.
105,1,0.328839620377,-0.177872205988,-0.0858532800319,The MLE may be on the boundary of the parameter space.
106,1,0.286092179917,-0.124466543301,0.0426281279232,The MLE may be on the boundary of the parameter space.
107,1,0.321641931742,-0.201656053618,-0.222356150066,The MLE may be on the boundary of the parameter space.
108,1,0.426675844946,-0.0792800372405,-0.260131524971,The MLE may be on the boundary of the parameter space.
109,1,0.389142386685,-0.154376404621,-0.412450797782,The MLE may be on the boundary of the parameter space.
110,1,0.359084440142,-0.166379018534,0.021660349928,The MLE may be on the boundary of the parameter space.
111,1,0.364547070905,-0.11670035104,-0.11994248022,The MLE may be on the boundary of the parameter space.
112,1,0.347038561047,-0.221332537493,-0.0754806512993,The MLE may be on the boundary of the parameter space.
113,1,0.288696288301,-0.216480265619,0.0207965861289,The MLE may be on the boundary of the parameter space.
114,1,0.336747793145,-0.198115587054,-0.0695825768068,The MLE may be on the boundary of the parameter space.
115,1,0.312238809201,-0.148514045357,0.0217866949641,The MLE may be on the boundary of the parameter space.
116,1,0.390478681326,-0.0577992234334,-0.0400464105863,The MLE may be on the boundary of the parameter space.
117,1,0.397139823022,-0.205029355386,-0.191844999239,The MLE may be on the boundary of the parameter space.
118,1,0.365742458408,-0.0579615372427,-0.0831930791363,The MLE may be on the boundary of the parameter space.
119,1,0.401685236273,-0.222843561249,-0.119943026363,The MLE may be on the boundary of the parameter space.
120,1,0.386259974965,-0.20939934059,-0.084457515888,The MLE may be on the boundary of the parameter space.
121,1,0.318174534185,-0.150962760397,-0.0348914556373,The MLE may be on the boundary of the parameter space.
122,1,0.338639973524,-0.209297336274,-0.0751615268583,The MLE may be on the boundary of the parameter space.
123,1,0.365157693776,-0.200594856734,-0.0932863470857,The MLE may be on the boundary of the parameter space.
124,1,0.336359912709,-0.161510471186,0.0126266984576,The MLE may be on the boundary of the parameter space.
125,1,0.356287527678,-0.252429869514,-0.0998796215219,The MLE may be on the boundary of the parameter space.
126,1,0.319620104084,-0.199871077171,-0.0188097203232,The MLE may be on the boundary of the parameter space.
127,1,0.359001531468,-0.234728960576,-0.0962995102231,The MLE may be on the boundary of the parameter space.
128,1,0.401866578192,-0.248145668265,-0.108258831763,The MLE may be on the boundary of the parameter space.
129,1,0.427164058745,-0.102932232804,-0.683141696005,The MLE may be on the boundary of the parameter space.
130,1,0.294361436112,-0.247600338062,-0.126930270119,The MLE may be on the boundary of the parameter space.
131,1,0.390624983505,-0.18121027173,-0.0787611823808,The MLE may be on the boundary of the parameter space.
132,1,0.403457934904,-0.137316927301,-0.00747880214959,The MLE may be on the boundary of the parameter space.
133,1,0.332406947598,-0.150916394472,-0.0829148102771,The MLE may be on the boundary of the parameter space.
134,1,0.380378216399,-0.0690623686938,-0.198618127147,The MLE may be on the boundary of the parameter space.
135,1,0.339982775266,-0.1297670954,-0.0428614640241,The MLE may be on the boundary of the parameter space.
136,1,0.329581058774,-0.146526937431,-0.0905793311694,The MLE may be on the boundary of the parameter space.
137,1,0.439216513676,-0.208680218104,-0.637098730071,The MLE may be on the boundary of the parameter space.
138,1,0.357985262836,-0.109845963389,-0.065787673405,The MLE may be on the boundary of the parameter space.
139,1,0.37633256026,-0.0872049067915,-0.059810808691,The MLE may be on the boundary of the parameter space.
140,1,0.378316553154,-0.152425487691,-0.245984519036,The MLE may be on the boundary of the parameter space.
141,1,0.338657985916,-0.138561992853,0.0129358720671,The MLE may be on the boundary of the parameter space.
142,1,0.406805184438,-0.187191903824,-0.394604031837,The MLE may be on the boundary of the parameter space.
143,1,0.380298872569,-0.174774084283,-0.0132198613326,The MLE may be on the boundary of the parameter space.
144,1,0.320378802571,-0.105002887348,0.0427745530558,The MLE may be on the boundary of the parameter space.
145,1,0.371407521866,-0.293278809556,0.0850765882661,The MLE may be on the boundary of the parameter space.
146,1,0.420018701538,-0.0707909253184,-0.0703421061141,The MLE may be on the boundary of the parameter space.
147,1,0.339952377298,-0.199323706224,-0.119622259535,The MLE may be on the boundary of the parameter space.
148,1,0.391147766034,-0.20681177951,-0.00881675731793,The MLE may be on the boundary of the parameter space.
149,1,0.361431023111,-0.195017080427,-0.408251749016,The MLE may be on the boundary of the parameter space.
150,1,0.344082628901,-0.103047718562,0.00525302166232,The MLE may be on the boundary of the parameter space.
151,1,0.37313030826,-0.206722978593,-0.0248357455873,The MLE may be on the boundary of the parameter space.
152,1,0.336258136872,-0.233906974272,0.0731025839449,The MLE may be on the boundary of the parameter space.
153,1,0.354876761677,-0.110946480101,-0.162610161256,The MLE may be on the boundary of the parameter space.
154,1,0.36588144639,-0.175032538482,-0.0340820732205,The MLE may be on the boundary of the parameter space.
155,1,0.359540843061,-0.197970929051,-0.0947389896899,The MLE may be on the boundary of the parameter space.
156,1,0.274756565969,-0.298951335013,-0.00776837389213,The MLE may be on the boundary of the parameter space.
157,1,0.347566662456,-0.209382577347,0.0379435008593,The MLE may be on the boundary of the parameter space.
158,1,0.392889617297,-0.189368494233,-0.245065788406,The MLE may be on the boundary of the parameter space.
159,1,0.395241413867,-0.18899648007,-0.29602493228,The MLE may be on the boundary of the parameter space.
160,1,0.328758051957,-0.288001125932,0.111930927689,The MLE may be on the boundary of the parameter space.
161,1,0.381432575585,-0.272946341414,-0.0797576306358,The MLE may be on the boundary of the parameter space.
162,1,0.369622580867,-0.197490819314,-0.0207271764688,The MLE may be on the boundary of the parameter space.
163,1,0.326611839427,-0.230213601914,-0.0768864993812,The MLE may be on the boundary of the parameter space.
164,1,0.427445366438,-0.235999666878,-0.224094565308,The MLE may be on the boundary of the parameter space.
165,1,0.348579349218,-0.133764987971,-0.0811700023986,The MLE may be on the boundary of the parameter space.
166,1,0.347883757417,-0.19011012715,0.0420483464165,The MLE may be on the boundary of the parameter space.
167,1,0.343715950928,-0.195836631309,-0.0909007049663,The MLE may be on the boundary of the parameter space.
168,1,0.350985250963,-0.165317216474,0.00354480541318,The MLE may be on the boundary of the parameter space.
169,1,0.306009543019,-0.141741420936,0.0579253525444,The MLE may be on the boundary of the parameter space.
170,1,0.429307588625,-0.163046556396,-0.089229921279,The MLE may be on the boundary of the parameter space.
171,1,0.372348664778,-0.104112099177,-0.320783917449,The MLE may be on the boundary of the parameter space.
172,1,0.30828513016,-0.222001866789,0.0308001484123,The MLE may be on the boundary of the parameter space.
173,1,0.34631447301,-0.107891272159,-0.00232844398741,The MLE may be on the boundary of the parameter space.
174,1,0.386369751329,-0.173741626074,-0.213908856625,The MLE may be on the boundary of the parameter space.
175,1,0.381822300194,-0.122719479676,-0.058510136089,The MLE may be on the boundary of the parameter space.
176,1,0.398921697621,-0.23037371054,-0.407298467185,The MLE may be on the boundary of the parameter space.
177,1,0.372576491692,-0.247271775957,-0.173243965744,The MLE may be on the boundary of the parameter space.
178,1,0.334959048032,-0.143626641495,-0.18064774548,The MLE may be on the boundary of the parameter space.
179,1,0.360026654513,-0.203149885839,0.0419165647634,The MLE may be on the boundary of the parameter space.
180,1,0.33886386613,-0.225661531877,0.0675730908505,The MLE may be on the boundary of the parameter space.
181,1,0.343885192174,-0.221182821931,0.010903008907,The MLE may be on the boundary of the parameter space.
182,1,0.309788944286,-0.212432103096,-0.135015203955,The MLE may be on the boundary of the parameter space.
183,1,0.375387611205,-0.153197607098,-0.0448006052403,The MLE may be on the boundary of the parameter space.
184,1,0.347851690739,-0.145580382794,0.00628518726995,The MLE may be on the boundary of the parameter space.
185,1,0.335939799264,-0.0618161168853,-0.169848151074,The MLE may be on the boundary of the parameter space.
186,1,0.327149733811,-0.140819342142,0.0292767565512,The MLE may be on the boundary of the parameter space.
187,1,0.344995366527,-0.235008432751,0.0643550495191,The MLE may be on the boundary of the parameter space.
188,1,0.375932118187,-0.250938286702,-0.0731299283663,The MLE may be on the boundary of the parameter space.
189,1,0.324929382131,-0.251727179241,-0.0801479636945,The MLE may be on the boundary of the parameter space.
190,1,0.373025043383,-0.260643888427,-0.202536744612,The MLE may be on the boundary of the parameter space.
191,1,0.443842065994,-0.151452495562,-0.121005916113,The MLE may be on the boundary of the parameter space.
192,1,0.392150271522,-0.244062069206,-0.054098304591,The MLE may be on the boundary of the parameter space.
193,1,0.377392229745,-0.178424932145,-0.400614979412,The MLE may be on the boundary of the parameter space.
194,1,0.348517282097,-0.190740757961,-0.0278660212131,The MLE may be on the boundary of the parameter space.
195,1,0.413850393746,-0.146027755758,-0.581213737235,The MLE may be on the boundary of the parameter space.
196,1,0.375676114629,-0.213861582748,0.0880235518982,The MLE may be on the boundary of the parameter space.
197,1,0.351725989531,-0.207693107138,0.0473902504068,The MLE may be on the boundary of the parameter space.
198,1,0.387076387913,-0.182921297096,-0.0502702049144,The MLE may be on the boundary of the parameter space.
199,1,0.390089510153,-0.101746392902,-0.282337421102,The MLE may be on the boundary of the parameter space.
200,1,0.36381165918,-0.192039930555,-0.228134087678,The MLE may be on the boundary of the parameter space.
