候选模型,检测孕周天数,检测孕周_周加天,预计达标比例,预计尚未达标比例,相邻日达标比例变化
第二问信息集_线性浓度混合,106,15周1天,0.7370372000045883,0.2629627999954117,0.004645021351064482
第二问信息集_线性浓度混合,107,15周2天,0.7416367317497181,0.2583632682502819,0.004599531745129837
第二问信息集_线性浓度混合,108,15周3天,0.7461891505505694,0.25381084944943055,0.004552418800851332
第二问信息集_线性浓度混合,109,15周4天,0.7506928967533112,0.2493071032466888,0.004503746202741743
第二问信息集_线性浓度混合,110,15周5天,0.7551464771280472,0.24485352287195283,0.004453580374735977
第二问信息集_线性浓度混合,111,15周6天,0.7595484673836146,0.2404515326163854,0.004401990255567423
第二问信息集_线性浓度混合,112,16周0天,0.7638975144475854,0.23610248555241464,0.004349047063970768
第二问信息集_线性浓度混合,113,16周1天,0.7681923385027875,0.23180766149721255,0.0042948240552020955
第二问信息集_线性浓度混合,114,16周2天,0.7724317347731698,0.22756826522683016,0.0042393962703823895
第二问信息集_线性浓度混合,115,16周3天,0.7766145750534282,0.22338542494657176,0.004182840280258393
第二问信息集_线性浓度混合,116,16周4天,0.7807398089784067,0.21926019102159333,0.004125233924978433
第二问信息集_线性浓度混合,117,16周5天,0.7848064650299147,0.2151935349700853,0.004066656051508022
第二问信息集_线性浓度混合,118,16周6天,0.7888136512802205,0.21118634871977948,0.0040071862503058275
第二问信息集_线性浓度混合,119,17周0天,0.7927605558730904,0.20723944412690964,0.003946904592869838
第二问信息集_线性浓度混合,120,17周1天,0.7966464472447947,0.20335355275520528,0.003885891371704364
第二问信息集_线性浓度混合,121,17周2天,0.8004706740890573,0.19952932591094275,0.003824226844262535
第二问信息集_线性浓度混合,122,17周3天,0.8042326650713538,0.19576733492864618,0.0037619909822965703
第二问信息集_线性浓度混合,123,17周4天,0.807931928299379,0.192068071700621,0.0036992632280251625
第二问信息集_线性浓度混合,124,17周5天,0.8115680505577867,0.1884319494422133,0.0036361222584077035
第二问信息集_线性浓度混合,125,17周6天,0.8151406963165269,0.18485930368347314,0.003572645758740167
第二问信息集_线性浓度混合,126,18周0天,0.8186496065231895,0.18135039347681048,0.003508910206662663
第二问信息集_线性浓度混合,127,18周1天,0.8220945971907704,0.17790540280922962,0.0034449906675808606
第二问信息集_线性浓度混合,128,18周2天,0.8254755577931255,0.17452444220687446,0.003380960602355154
第二问信息集_线性浓度混合,129,18周3天,0.8287924494811393,0.17120755051886072,0.0033168916880137456
第二问信息集_线性浓度混合,130,18周4天,0.8320453031332435,0.16795469686675646,0.0032528536521042595
第二问信息集_线性浓度混合,131,18周5天,0.8352342172544257,0.1647657827455743,0.0031889141211821626
第二问信息集_线性浓度混合,132,18周6天,0.8383593557382241,0.16164064426177593,0.003125138483798362
第二问信息集_线性浓度混合,133,19周0天,0.841420945506448,0.15857905449355203,0.0030615897682239046
第二问信息集_线性浓度混合,134,19周1天,0.8444192740414939,0.15558072595850614,0.002998328535045891
第二问信息集_线性浓度混合,135,19周2天,0.8473546868261176,0.1526453131738824,0.0029354127846237255
第二问信息集_线性浓度混合,136,19周3天,0.8502275847054188,0.14977241529458118,0.0028728978793012283
第二问信息集_线性浓度混合,137,19周4天,0.8530384211855898,0.1469615788144102,0.0028108364801709973
第二问信息集_线性浓度混合,138,19周5天,0.85578769968365,0.14421230031635002,0.0027492784980601703
第二问信息集_线性浓度混合,139,19周6天,0.8584759707420113,0.14152402925798868,0.0026882710583613356
第二问信息集_线性浓度混合,140,20周0天,0.8611038292212203,0.1388961707787797,0.0026278584792089887
第二问信息集_线性浓度混合,141,20周1天,0.8636719114836763,0.13632808851632372,0.002568082262455973
第二问信息集_线性浓度混合,142,20周2天,0.8661808925805106,0.13381910741948944,0.002508981096834284
第二问信息集_线性浓度混合,143,20周3天,0.8686314834531441,0.13136851654685588,0.0024505908726335512
第二问信息集_线性浓度混合,144,20周4天,0.8710244281603218,0.12897557183967823,0.0023929447071776577
第二问信息集_线性浓度混合,145,20周5天,0.8733605011406826,0.12663949885931736,0.0023360729803608704
第二问信息集_线性浓度混合,146,20周6天,0.8756405045201485,0.12435949547985148,0.002280003379465878
第二问信息集_线性浓度混合,147,21周0天,0.8778652654726253,0.12213473452737467,0.002224760952476812
第二问信息集_线性浓度混合,148,21周1天,0.8800356336417081,0.11996436635829189,0.0021703681690827814
第二问信息集_线性浓度混合,149,21周2天,0.8821524786302892,0.11784752136971077,0.0021168449885811125
第二问信息集_线性浓度混合,150,21周3天,0.8842166875641675,0.11578331243583251,0.0020642089338782643
第二问信息集_线性浓度混合,151,21周4天,0.8862291627349798,0.11377083726502024,0.002012475170812267
第二问信息集_线性浓度混合,152,21周5天,0.8881908193270037,0.11180918067299628,0.0019616565920239637
第二问信息集_线性浓度混合,153,21周6天,0.8901025832316526,0.10989741676834741,0.0019117639046488666
第二问信息集_线性浓度混合,154,22周0天,0.8919653889527623,0.10803461104723766,0.0018628057211097504
第二问信息集_线性浓度混合,155,22周1天,0.8937801776050848,0.10621982239491523,0.00181478865232243
第二问信息集_线性浓度混合,156,22周2天,0.8955478950077682,0.10445210499223179,0.0017677174026834441
第二问信息集_线性浓度混合,157,22周3天,0.897269489873982,0.10273051012601797,0.0017215948662138159
第二问信息集_线性浓度混合,158,22周4天,0.8989459120972875,0.10105408790271253,0.0016764222233054404
第二问信息集_线性浓度混合,159,22周5天,0.9005781111348075,0.09942188886519254,0.001632199037519988
第二问信息集_线性浓度混合,160,22周6天,0.902167034486782,0.09783296551321796,0.0015889233519745805
第二问信息集_线性浓度混合,161,23周0天,0.9037136262716328,0.09628637372836724,0.001546591784850726
第二问信息集_线性浓度混合,162,23周1天,0.9052188258952636,0.09478117410473641,0.0015051996236308263
第二问信息集_线性浓度混合,163,23周2天,0.9066835668129579,0.09331643318704208,0.0014647409176943293
第二问信息集_线性浓度混合,164,23周3天,0.9081087753819156,0.09189122461808441,0.00142520856895767
第二问信息集_线性浓度混合,165,23周4天,0.9094953698021776,0.0905046301978224,0.0013865944202620106
第二问信息集_线性浓度混合,166,23周5天,0.9108442591434551,0.08915574085654487,0.001348889341277526
第二问信息集_线性浓度混合,167,23周6天,0.9121563424551568,0.08784365754484325,0.0013120833117016284
第二问信息集_线性浓度混合,168,24周0天,0.9134325079567459,0.08656749204325409,0.0012761655015891549
第二问信息集_线性浓度混合,169,24周1天,0.9146736323054022,0.08532636769459778,0.0012411243486563084
第二问信息集_线性浓度混合,170,24周2天,0.9158805799378665,0.08411942006213347,0.001206947632464317
第二问信息集_线性浓度混合,171,24周3天,0.9170542024832469,0.08294579751675313,0.0011736225453803373
第二问信息集_线性浓度混合,172,24周4天,0.9181953382435236,0.08180466175647638,0.0011411357602767458
第二问信息集_线性浓度混合,173,24周5天,0.9193048117384466,0.08069518826155342,0.0011094734949229634
第二问信息集_线性浓度混合,174,24周6天,0.920383433311505,0.07961656668849504,0.0010786215730583804
第二问信息集_线性浓度混合,175,25周0天,0.921431998793672,0.07856800120632801,0.0010485654821670298
第二问信息集_线性达标GEE,70,10周0天,0.5755174408420749,0.4244825591579251,
第二问信息集_线性达标GEE,71,10周1天,0.5805025040068647,0.41949749599313535,0.004985063164789749
第二问信息集_线性达标GEE,72,10周2天,0.5854710868264215,0.41452891317357854,0.0049685828195568105
第二问信息集_线性达标GEE,73,10周3天,0.5904222640860567,0.4095777359139433,0.004951177259635231
第二问信息集_线性达标GEE,74,10周4天,0.5953551241770504,0.4046448758229496,0.004932860090993696
第二问信息集_线性达标GEE,75,10周5天,0.6002687696992092,0.39973123030079083,0.004913645522158783
第二问信息集_线性达标GEE,76,10周6天,0.6051623180411094,0.3948376819588906,0.004893548341900256
第二问信息集_线性达标GEE,77,11周0天,0.6100349019373621,0.3899650980626379,0.004872583896252669
第二问信息集_线性达标GEE,78,11周1天,0.61488567000229,0.38511432999771,0.004850768064927902
第二问信息集_线性达标GEE,79,11周2天,0.6197137872394728,0.3802862127605272,0.004828117237182794
第二问信息集_线性达标GEE,80,11周3天,0.6245184355266706,0.37548156447332937,0.0048046482871978435
第二问信息集_线性达标GEE,81,11周4天,0.6292988140756949,0.3707011859243051,0.0047803785490242445
第二问信息集_线性达标GEE,82,11周5天,0.6340541398668574,0.36594586013314256,0.004755325791162557
第二问信息集_线性达标GEE,83,11周6天,0.6387836480576858,0.36121635194231416,0.004729508190828402
第二问信息集_线性达标GEE,84,12周0天,0.6434865923656526,0.35651340763434736,0.004702944307966805
第二问信息集_线性达标GEE,85,12周1天,0.648162245424723,0.351837754575277,0.0046756530590703616
第二问信息集_线性达标GEE,86,12周2天,0.6528098991155868,0.34719010088441316,0.00464765369086384
第二问信息集_线性达标GEE,87,12周3天,0.657428864869488,0.34257113513051196,0.004618965753901194
第二问信息集_线性达标GEE,88,12周4天,0.6620184739456354,0.3379815260543646,0.004589609076147361
第二问信息集_线性达标GEE,89,12周5天,0.666578077682218,0.333421922317782,0.004559603736582596
第二问信息集_线性达标GEE,90,12周6天,0.6711070477211086,0.32889295227889137,0.004528970038890634
第二问信息集_线性达标GEE,91,13周0天,0.6756047762063935,0.3243952237936065,0.0044977284852848465
第二问信息集_线性达标GEE,92,13周1天,0.680070675956909,0.31992932404309105,0.0044658997505154785
第二问信息集_线性达标GEE,93,13周2天,0.6845041806130204,0.31549581938697957,0.0044335046561114755
第二问信息集_线性达标GEE,94,13周3天,0.6889047447579196,0.31109525524208037,0.0044005641448991994
第二问信息集_线性达标GEE,95,13周4天,0.693271844013772,0.30672815598622805,0.004367099255852325
第二问信息集_线性达标GEE,96,13周5天,0.6976049751130708,0.30239502488692915,0.0043331310992988925
第二问信息集_线性达标GEE,97,13周6天,0.7019036559456161,0.2980963440543839,0.004298680832545254
第二问信息集_线性达标GEE,98,14周0天,0.7061674255815559,0.2938325744184441,0.004263769635939774
第二问信息集_线性达标GEE,99,14周1天,0.7103958442709788,0.2896041557290212,0.004228418689422919
第二问信息集_线性达标GEE,100,14周2天,0.7145884934205732,0.2854115065794268,0.004192649149594385
第二问信息集_线性达标GEE,101,14周3天,0.7187449755478971,0.28125502445210293,0.0041564821273238906
第二问信息集_线性达标GEE,102,14周4天,0.7228649142138451,0.27713508578615487,0.004119938665948064
第二问信息集_线性达标GEE,103,14周5天,0.7269479539339128,0.27305204606608724,0.004083039720067627
第二问信息集_线性达标GEE,104,14周6天,0.7309937600688894,0.2690062399311106,0.004045806134976626
第二问信息集_线性达标GEE,105,15周0天,0.735002018695634,0.264997981304366,0.0040082586267445874
第二问信息集_线性达标GEE,106,15周1天,0.7389724364586105,0.26102756354138945,0.003970417762976575
第二问信息集_线性达标GEE,107,15周2天,0.7429047404028692,0.25709525959713075,0.003932303944258697
第二问信息集_线性达标GEE,108,15周3天,0.7467986777891861,0.25320132221081393,0.003893937386316826
第二问信息集_线性达标GEE,109,15周4天,0.7506540158920812,0.24934598410791875,0.0038553381028951783
第二问信息集_线性达标GEE,110,15周5天,0.7544705417814489,0.2455294582185511,0.00381652588936765
第二问信息集_线性达标GEE,111,15周6天,0.7582480620885408,0.2417519379114592,0.003777520307091886
第二问信息集_线性达标GEE,112,16周0天,0.7619864027570552,0.2380135972429448,0.003738340668514417
第二问信息集_线性达标GEE,113,16周1天,0.7656854087800832,0.23431459121991682,0.003699006023027973
第二问信息集_线性达标GEE,114,16周2天,0.7693449439236739,0.23065505607632608,0.003659535143590742
第二问信息集_线性达标GEE,115,16周3天,0.772964890437774,0.22703510956222595,0.0036199465141001363
第二问信息集_线性达标GEE,116,16周4天,0.7765451487553074,0.22345485124469255,0.0035802583175333913
第二问信息集_线性达标GEE,117,16周5天,0.7800856371801415,0.21991436281985854,0.0035404884248340096
第二问信息集_线性达标GEE,118,16周6天,0.7835862915647055,0.2164137084352945,0.003500654384564039
第二问信息集_线性达标GEE,119,17周0天,0.787047064977998,0.21295293502200197,0.0034607734132925394
第二问信息集_线性达标GEE,120,17周1天,0.7904679273647276,0.2095320726352724,0.0034208623867295618
第二问信息集_线性达标GEE,121,17周2天,0.7938488651963207,0.2061511348036793,0.0033809378315931005
第二问信息集_线性达标GEE,122,17周3天,0.7971898811145153,0.20281011888548472,0.0033410159181945787
第二问信息集_线性达标GEE,123,17周4天,0.8004909935682507,0.1995090064317493,0.003301112453735433
第二问信息集_线性达标GEE,124,17周5天,0.803752236444556,0.19624776355544404,0.003261242876305248
第二问信息集_线性达标GEE,125,17周6天,0.8069736586941166,0.19302634130588336,0.0032214222495606792
第二问信息集_线性达标GEE,126,18周0天,0.8101553239521928,0.1898446760478072,0.0031816652580761717
第二问信息集_线性达标GEE,127,18周1天,0.813297310155545,0.18670268984445504,0.003141986203352154
第二问信息集_线性达标GEE,128,18周2天,0.8163997091560011,0.18360029084399887,0.0031023990004561686
第二问信息集_线性达标GEE,129,18周3天,0.8194626263312929,0.18053737366870715,0.003062917175291724
第二问信息集_线性达标GEE,130,18周4天,0.8224861801937593,0.1775138198062407,0.0030235538624664438
第二问信息集_线性达标GEE,131,18周5天,0.8254705019975069,0.17452949800249307,0.002984321803747636
第二问信息集_线性达标GEE,132,18周6天,0.8284157353445896,0.17158426465541043,0.002945233347082632
第二问信息集_线性达标GEE,133,19周0天,0.8313220357907598,0.1686779642092402,0.00290630044617024
第二问信息集_线性达标GEE,134,19周1天,0.8341895704513139,0.16581042954868608,0.0028675346605541163
第二问信息集_线性达标GEE,135,19周2天,0.8370185176075404,0.16298148239245958,0.0028289471562265023
第二问信息集_线性达标GEE,136,19周3天,0.8398090663142599,0.1601909336857401,0.0027905487067194645
第二问信息集_线性达标GEE,137,19周4天,0.8425614160089212,0.1574385839910788,0.0027523496946613157
第二问信息集_线性达标GEE,138,19周5天,0.8452757761226988,0.15472422387730123,0.0027143601137775697
第二问信息集_线性达标GEE,139,19周6天,0.8479523656940199,0.15204763430598012,0.0026765895713211085
第二问信息集_线性达标GEE,140,20周0天,0.850591412984924,0.14940858701507598,0.0026390472909041396
第二问信息集_线性达标GEE,141,20周1天,0.853193155100635,0.14680684489936502,0.002601742115710959
第二问信息集_线性达标GEE,142,20周2天,0.8557578376127187,0.14424216238728127,0.002564682512083749
第二问信息集_线性达标GEE,143,20周3天,0.8582857141861583,0.1417142858138417,0.002527876573439558
第二问信息集_线性达标GEE,144,20周4天,0.8607770462106775,0.13922295378932248,0.0024913320245192327
第二问信息集_线性达标GEE,145,20周5天,0.8632321024366125,0.13676789756338747,0.002455056225935004
第二问信息集_线性达标GEE,146,20周6天,0.8656511586156153,0.13434884138438474,0.002419056179002732
第二问信息集_线性达标GEE,147,21周0天,0.8680344971464533,0.1319655028535467,0.002383338530838053
第二问信息集_线性达标GEE,148,21周1天,0.8703824067261511,0.12961759327384892,0.002347909579697771
第二问信息集_线性达标GEE,149,21周2天,0.8726951820066986,0.1273048179933014,0.002312775280547519
第二问信息集_线性达标GEE,150,21周3天,0.8749731232575356,0.12502687674246438,0.0022779412508370234
第二问信息集_线性达标GEE,151,21周4天,0.8772165360340038,0.12278346396599615,0.0022434127764682232
第二问信息集_线性达标GEE,152,21周5天,0.8794257308519391,0.12057426914806091,0.002209194817935245
第二问信息集_线性达标GEE,153,21周6天,0.8816010228685577,0.11839897713144232,0.0021752920166185907
第二问信息集_线性达标GEE,154,22周0天,0.8837427315697823,0.11625726843021766,0.002141708701224654
第二问信息集_线性达标GEE,155,22周1天,0.8858511804641274,0.11414881953587264,0.0021084488943450275
第二问信息集_线性达标GEE,156,22周2天,0.8879266967832538,0.11207330321674625,0.0020755163191263915
第二问信息集_线性达标GEE,157,22周3天,0.8899696111892897,0.11003038881071026,0.0020429144060359894
第二问信息集_线性达标GEE,158,22周4天,0.8919802574889915,0.10801974251100854,0.0020106462997017127
第二问信息集_线性达标GEE,159,22周5天,0.8939589723548197,0.10604102764518031,0.001978714865828235
第二问信息集_线性达标GEE,160,22周6天,0.8959060950529747,0.1040939049470253,0.0019471226981550016
第二问信息集_线性达标GEE,161,23周0天,0.8978219671784363,0.10217803282156368,0.0019158721254616262
第二问信息集_线性达标GEE,162,23周1天,0.899706932397036,0.10029306760296397,0.0018849652185997101
第二问信息集_线性达标GEE,163,23周2天,0.9015613361945771,0.09843866380542288,0.0018544037975410932
第二问信息集_线性达标GEE,164,23周3天,0.9033855256330079,0.09661447436699211,0.0018241894384307678
第二问信息集_线性达标GEE,165,23周4天,0.9051798491136459,0.0948201508863541,0.001794323480638016
第二问信息集_线性达标GEE,166,23周5天,0.906944656147435,0.09305534385256498,0.0017648070337891175
第二问信息集_线性达标GEE,167,23周6天,0.9086802971322125,0.09131970286778746,0.00173564098477752
第二问信息集_线性达标GEE,168,24周0天,0.9103871231369528,0.0896128768630472,0.0017068260047402584
第二问信息集_线性达标GEE,169,24周1天,0.9120654856929481,0.0879345143070519,0.0016783625559952942
第二问信息集_线性达标GEE,170,24周2天,0.9137157365918726,0.08628426340812745,0.0016502508989244546
第二问信息集_线性达标GEE,171,24周3天,0.9153382276906757,0.08466177230932426,0.0016224910988031915
第二问信息集_线性达标GEE,172,24周4天,0.9169333107232408,0.0830666892767592,0.001595083032565059
第二问信息集_线性达标GEE,173,24周5天,0.9185013371187373,0.08149866288126273,0.001568026395496469
第二问信息集_线性达标GEE,174,24周6天,0.9200426578265907,0.07995734217340933,0.0015413207078533997
第二问信息集_线性达标GEE,175,25周0天,0.9215576231479881,0.07844237685201194,0.001514965321397388
第三问多因素_线性浓度混合,70,10周0天,0.557119202673598,0.44288079732640195,
第三问多因素_线性浓度混合,71,10周1天,0.5621421650077202,0.4378578349922798,0.0050229623341221386
第三问多因素_线性浓度混合,72,10周2天,0.5671862877943624,0.4328137122056376,0.005044122786642236
第三问多因素_线性浓度混合,73,10周3天,0.572249970128844,0.42775002987115596,0.005063682334481623
第三问多因素_线性浓度混合,74,10周4天,0.5773315601378272,0.42266843986217284,0.005081590008983117
第三问多因素_线性浓度混合,75,10周5天,0.5824293564841992,0.41757064351580075,0.0050977963463720855
第三问多因素_线性浓度混合,76,10周6天,0.5875416100594967,0.4124583899405033,0.005112253575297432
第三问多因素_线性浓度混合,77,11周0天,0.5926665258648987,0.40733347413510135,0.005124915805401975
第三问多因素_线性浓度混合,78,11周1天,0.5978022650808582,0.4021977349191418,0.005135739215959556
第三问多因素_线性浓度混合,79,11周2天,0.6029469473244274,0.39705305267557256,0.005144682243569232
第三问多因素_线性浓度混合,80,11周3天,0.6080986530922787,0.39190134690772127,0.005151705767851289
第三问多因素_线性浓度混合,81,11周4天,0.6132554263863276,0.3867445736136724,0.005156773294048844
第三问多因素_线性浓度混合,82,11周5天,0.6184152775177223,0.3815847224822777,0.0051598511313947215
第三问多因素_线性浓度混合,83,11周6天,0.623576186083821,0.37642381391617896,0.005160908566098743
第三问多因素_线性浓度混合,84,12周0天,0.6287361041115985,0.3712638958884015,0.005159918027777488
第三问多因素_线性浓度混合,85,12周1天,0.6338929593597484,0.36610704064025157,0.005156855248149905
第三问多因素_线性浓度混合,86,12周2天,0.6390446587705715,0.3609553412294285,0.005151699410823052
第三问多因素_线性浓度混合,87,12周3天,0.6441890920615845,0.3558109079384155,0.005144433291012995
第三问多因素_线性浓度混合,88,12周4天,0.6493241354456473,0.35067586455435273,0.005135043384062787
第三问多因素_线性浓度混合,89,12周5天,0.6544476554673151,0.3455523445326849,0.005123520021667827
第三问多因素_线性浓度混合,90,12周6天,0.6595575129420703,0.3404424870579297,0.0051098574747552306
第三问多因素_线性浓度混合,91,13周0天,0.6646515669841142,0.3353484330158858,0.005094054042043883
第三问多因素_线性浓度混合,92,13周1天,0.6697276791074765,0.33027232089252345,0.005076112123362342
第三问多因素_线性浓度混合,93,13周2天,0.6747837173843821,0.32521628261561786,0.0050560382769055945
第三问多因素_线性浓度混合,94,13周3天,0.6798175606440733,0.3201824393559267,0.00503384325969114
第三问多因素_线性浓度混合,95,13周4天,0.684827102694666,0.31517289730533404,0.005009542050592675
第三问多因素_线性浓度混合,96,13周5天,0.6898102565501041,0.3101897434498959,0.004983153855438127
第三问多因素_线性浓度混合,97,13周6天,0.6947649586438751,0.3052350413561249,0.004954702093771024
第三问多因素_线性浓度混合,98,14周0天,0.6996891730109078,0.30031082698909217,0.00492421436703272
第三问多因素_线性浓度混合,99,14周1天,0.7045808954189299,0.2954191045810701,0.004891722408022048
第三问多因素_线性浓度混合,100,14周2天,0.7094381574305931,0.29056184256940687,0.004857262011663255
第三问多因素_线性浓度混合,101,14周3天,0.7142590303778177,0.2857409696221823,0.004820872947224553
第三问多因素_线性浓度混合,102,14周4天,0.7190416292301263,0.28095837076987373,0.004782598852308584
第三问多因素_线性浓度混合,103,14周5天,0.7237841163391739,0.27621588366082606,0.004742487109047677
第三问多因素_线性浓度混合,104,14周6天,0.7284847050422726,0.2715152949577274,0.00470058870309864
第三问多因素_线性浓度混合,105,15周0天,0.7331416631084418,0.26685833689155825,0.00465695806616917
第三问多因素_线性浓度混合,106,15周1天,0.7377533160113725,0.2622466839886275,0.004611652902930752
第三问多因素_线性浓度混合,107,15周2天,0.7423180500146839,0.2576819499853161,0.004564734003311366
第三问多因素_线性浓度混合,108,15周3天,0.7468343150559522,0.2531656849440478,0.004516265041268341
第三问多因素_线性浓度混合,109,15周4天,0.7513006274172124,0.24869937258278763,0.004466312361260161
第三问多因素_线性浓度混合,110,15周5天,0.7557155721709328,0.24428442782906723,0.004414944753720396
第三问多因素_线性浓度混合,111,15周6天,0.76007780539186,0.23992219460814002,0.004362233220927214
第三问多因素_线性浓度混合,112,16周0天,0.7643860561265948,0.23561394387340517,0.004308250734734842
第三问多因素_线性浓度混合,113,16周1天,0.7686391281142726,0.2313608718857274,0.00425307198767777
第三问多因素_线性浓度混合,114,16周2天,0.7728359012532835,0.2271640987467165,0.004196773139010901
第三问多因素_线性浓度混合,115,16周3天,0.7769753328105456,0.22302466718945435,0.004139431557262152
第三问多因素_线性浓度混合,116,16周4天,0.781056458371446,0.218943541628554,0.004081125560900345
第三问多因素_线性浓度混合,117,16周5天,0.7850783925301322,0.21492160746986777,0.004021934158686236
第三问多因素_线性浓度混合,118,16周6天,0.7890403293214249,0.21095967067857513,0.003961936791292642
第三问多因素_线性浓度混合,119,17周0天,0.7929415423971213,0.20705845760287866,0.0039012130756964636
第三问多因素_线性浓度混合,120,17周1天,0.7967813849509661,0.20321861504903393,0.00383984255384473
第三问多因素_线性浓度混合,121,17周2天,0.8005592893979495,0.19944071060205049,0.003777904446983449
第三问多因素_线性浓度混合,122,17周3天,0.8042747668149566,0.19572523318504342,0.0037154774170070626
第三问多因素_线性浓度混合,123,17周4天,0.807927406151017,0.192072593848983,0.003652639336060415
第三问多因素_线性浓度混合,124,17周5天,0.8115168732165768,0.18848312678342316,0.003589467065559848
第三问多因素_线性浓度混合,125,17周6天,0.8150429094622533,0.18495709053774667,0.0035260362456764893
第三问多因素_线性浓度混合,126,18周0天,0.8185053305584606,0.18149466944153936,0.003462421096207313
第三问多因素_线性浓度混合,127,18周1天,0.8219040247881358,0.17809597521186415,0.003398694229675203
第三问多因素_线性浓度混合,128,18周2天,0.8252389512654714,0.17476104873452858,0.003334926477335576
第三问多因素_线性浓度混合,129,18周3天,0.8285101379941389,0.17148986200586114,0.003271186728667441
第三问多因素_线性浓度混合,130,18周4天,0.8317176797789544,0.1682823202210456,0.0032075417848155263
第三问多因素_线性浓度混合,131,18周5天,0.8348617360052425,0.1651382639947575,0.0031440562262881055
第三问多因素_线性浓度混合,132,18周6天,0.8379425283003812,0.16205747169961882,0.00308079229513869
第三问多因素_线性浓度混合,133,19周0天,0.8409603380920881,0.15903966190791186,0.00301780979170696
第三问多因素_线性浓度混合,134,19周1天,0.8439155040779943,0.15608449592200568,0.002955165985906172
第三问多因素_线性浓度混合,135,19周2天,0.8468084196209157,0.1531915803790843,0.0028929155429213704
第三问多因素_线性浓度混合,136,19周3天,0.8496395300840082,0.15036046991599183,0.002831110463092479
第三问多因素_线性浓度混合,137,19周4天,0.852409330119666,0.14759066988033398,0.0027698000356578545
第三问多因素_线性浓度混合,138,19周5天,0.8551183609256162,0.14488163907438378,0.0027090308059501966
第三问多因素_线性浓度混合,139,19周6天,0.8577672074811797,0.14223279251882026,0.002648846555563522
