分组方案,组别,BMI区间下限,BMI区间上限,检测孕周天数,检测孕周_周加天,题面风险等级,预计已达标比例,预计尚未达标比例,是否帕累托非支配点,是否题面边界点
主分组K=1,1,20.703125,46.875,134,19周1天,中期发现（13至27周，题面称风险高）,0.9230410068741571,0.07695899312584287,1,0
主分组K=1,1,20.703125,46.875,135,19周2天,中期发现（13至27周，题面称风险高）,0.9250816076698731,0.07491839233012687,1,0
主分组K=1,1,20.703125,46.875,136,19周3天,中期发现（13至27周，题面称风险高）,0.9270578639353594,0.07294213606464062,1,0
主分组K=1,1,20.703125,46.875,137,19周4天,中期发现（13至27周，题面称风险高）,0.928972037900094,0.07102796209990603,1,0
主分组K=1,1,20.703125,46.875,138,19周5天,中期发现（13至27周，题面称风险高）,0.9308263091055566,0.06917369089444336,1,0
主分组K=1,1,20.703125,46.875,139,19周6天,中期发现（13至27周，题面称风险高）,0.9326227771845057,0.0673772228154943,1,0
主分组K=1,1,20.703125,46.875,140,20周0天,中期发现（13至27周，题面称风险高）,0.9343634645885875,0.06563653541141246,1,0
主分组K=1,1,20.703125,46.875,141,20周1天,中期发现（13至27周，题面称风险高）,0.9360503192597606,0.06394968074023943,1,0
主分组K=1,1,20.703125,46.875,142,20周2天,中期发现（13至27周，题面称风险高）,0.9376852172418737,0.0623147827581263,1,0
主分组K=1,1,20.703125,46.875,143,20周3天,中期发现（13至27周，题面称风险高）,0.9392699652294871,0.060730034770512864,1,0
主分组K=1,1,20.703125,46.875,144,20周4天,中期发现（13至27周，题面称风险高）,0.9408063030516888,0.059193696948311225,1,0
主分组K=1,1,20.703125,46.875,145,20周5天,中期发现（13至27周，题面称风险高）,0.9422959060892507,0.057704093910749266,1,0
主分组K=1,1,20.703125,46.875,146,20周6天,中期发现（13至27周，题面称风险高）,0.9437403876239812,0.05625961237601884,1,0
主分组K=1,1,20.703125,46.875,147,21周0天,中期发现（13至27周，题面称风险高）,0.9451413011195765,0.054858698880423495,1,0
主分组K=1,1,20.703125,46.875,148,21周1天,中期发现（13至27周，题面称风险高）,0.9465001424336813,0.0534998575663187,1,0
主分组K=1,1,20.703125,46.875,149,21周2天,中期发现（13至27周，题面称风险高）,0.9478183519611912,0.05218164803880876,1,0
主分组K=1,1,20.703125,46.875,150,21周3天,中期发现（13至27周，题面称风险高）,0.9490973167091405,0.05090268329085945,1,0
主分组K=1,1,20.703125,46.875,151,21周4天,中期发现（13至27周，题面称风险高）,0.9503383723037622,0.04966162769623783,1,0
主分组K=1,1,20.703125,46.875,152,21周5天,中期发现（13至27周，题面称风险高）,0.9515428049305278,0.048457195069472214,1,0
主分组K=1,1,20.703125,46.875,153,21周6天,中期发现（13至27周，题面称风险高）,0.9527118532081578,0.047288146791842234,1,0
主分组K=1,1,20.703125,46.875,154,22周0天,中期发现（13至27周，题面称风险高）,0.953846709997739,0.04615329000226098,1,0
主分组K=1,1,20.703125,46.875,155,22周1天,中期发现（13至27周，题面称风险高）,0.9549485241482263,0.045051475851773715,1,0
主分组K=1,1,20.703125,46.875,156,22周2天,中期发现（13至27周，题面称风险高）,0.9560184021796971,0.043981597820302865,1,0
主分组K=1,1,20.703125,46.875,157,22周3天,中期发现（13至27周，题面称风险高）,0.9570574099058178,0.04294259009418222,1,0
主分组K=1,1,20.703125,46.875,158,22周4天,中期发现（13至27周，题面称风险高）,0.9580665739970423,0.041933426002957686,1,0
主分组K=1,1,20.703125,46.875,159,22周5天,中期发现（13至27周，题面称风险高）,0.9590468834861201,0.040953116513879895,1,0
主分组K=1,1,20.703125,46.875,160,22周6天,中期发现（13至27周，题面称风险高）,0.9599992912175133,0.04000070878248674,1,0
主分组K=1,1,20.703125,46.875,161,23周0天,中期发现（13至27周，题面称风险高）,0.9609247152423616,0.03907528475763844,1,0
主分组K=1,1,20.703125,46.875,162,23周1天,中期发现（13至27周，题面称风险高）,0.9618240401606343,0.038175959839365725,1,0
主分组K=1,1,20.703125,46.875,163,23周2天,中期发现（13至27周，题面称风险高）,0.9626981184121175,0.0373018815878825,1,0
主分组K=1,1,20.703125,46.875,164,23周3天,中期发现（13至27周，题面称风险高）,0.9635477715178796,0.036452228482120375,1,0
主分组K=1,1,20.703125,46.875,165,23周4天,中期发现（13至27周，题面称风险高）,0.964373791273849,0.035626208726150965,1,0
主分组K=1,1,20.703125,46.875,166,23周5天,中期发现（13至27周，题面称风险高）,0.9651769408981147,0.03482305910188532,1,0
主分组K=1,1,20.703125,46.875,167,23周6天,中期发现（13至27周，题面称风险高）,0.9659579561335466,0.034042043866453375,1,0
主分组K=1,1,20.703125,46.875,168,24周0天,中期发现（13至27周，题面称风险高）,0.9667175463073009,0.03328245369269911,1,0
主分组K=1,1,20.703125,46.875,169,24周1天,中期发现（13至27周，题面称风险高）,0.9674563953487466,0.03254360465125339,1,0
主分组K=1,1,20.703125,46.875,170,24周2天,中期发现（13至27周，题面称风险高）,0.9681751627673219,0.03182483723267815,1,0
主分组K=1,1,20.703125,46.875,171,24周3天,中期发现（13至27周，题面称风险高）,0.968874484591786,0.031125515408213955,1,0
主分组K=1,1,20.703125,46.875,172,24周4天,中期发现（13至27周，题面称风险高）,0.969554974272305,0.03044502572769503,1,0
主分组K=1,1,20.703125,46.875,173,24周5天,中期发现（13至27周，题面称风险高）,0.9702172235467652,0.029782776453234794,1,0
主分组K=1,1,20.703125,46.875,174,24周6天,中期发现（13至27周，题面称风险高）,0.9708618032726724,0.029138196727327648,1,0
主分组K=1,1,20.703125,46.875,175,25周0天,中期发现（13至27周，题面称风险高）,0.971489264225955,0.02851073577404495,1,1
固定两组敏感性,1,20.703125,36.999319045,70,10周0天,早期发现（12周以内，题面称风险较低）,0.5,0.5,1,0
固定两组敏感性,1,20.703125,36.999319045,71,10周1天,早期发现（12周以内，题面称风险较低）,0.5138670915447824,0.4861329084552176,1,0
固定两组敏感性,1,20.703125,36.999319045,72,10周2天,早期发现（12周以内，题面称风险较低）,0.5275194571402329,0.47248054285976715,1,0
固定两组敏感性,1,20.703125,36.999319045,73,10周3天,早期发现（12周以内，题面称风险较低）,0.5409434089388361,0.4590565910611639,1,0
固定两组敏感性,1,20.703125,36.999319045,74,10周4天,早期发现（12周以内，题面称风险较低）,0.554126841270194,0.44587315872980604,1,0
固定两组敏感性,1,20.703125,36.999319045,75,10周5天,早期发现（12周以内，题面称风险较低）,0.5670591911030987,0.43294080889690134,1,0
固定两组敏感性,1,20.703125,36.999319045,76,10周6天,早期发现（12周以内，题面称风险较低）,0.5797313878811398,0.42026861211886024,1,0
固定两组敏感性,1,20.703125,36.999319045,77,11周0天,早期发现（12周以内，题面称风险较低）,0.5921357944707704,0.40786420552922964,1,0
固定两组敏感性,1,20.703125,36.999319045,78,11周1天,早期发现（12周以内，题面称风险较低）,0.6042661408994475,0.3957338591005525,1,0
固定两组敏感性,1,20.703125,36.999319045,79,11周2天,早期发现（12周以内，题面称风险较低）,0.6161174524735311,0.3838825475264689,1,0
固定两组敏感性,1,20.703125,36.999319045,80,11周3天,早期发现（12周以内，题面称风险较低）,0.6276859737572263,0.37231402624277365,1,0
固定两组敏感性,1,20.703125,36.999319045,81,11周4天,早期发现（12周以内，题面称风险较低）,0.6389690897709311,0.36103091022906886,1,0
固定两组敏感性,1,20.703125,36.999319045,82,11周5天,早期发现（12周以内，题面称风险较低）,0.6499652456350924,0.3500347543649076,1,0
固定两组敏感性,1,20.703125,36.999319045,83,11周6天,早期发现（12周以内，题面称风险较低）,0.6606738657488368,0.3393261342511632,1,0
固定两组敏感性,1,20.703125,36.999319045,84,12周0天,早期发现（12周以内，题面称风险较低）,0.6710952734551722,0.32890472654482783,1,1
固定两组敏感性,1,20.703125,36.999319045,85,12周1天,12周与13周之间，题面未单列风险等级,0.6812306120097584,0.31876938799024157,1,0
固定两组敏感性,1,20.703125,36.999319045,86,12周2天,12周与13周之间，题面未单列风险等级,0.6910817675407872,0.3089182324592128,1,0
固定两组敏感性,1,20.703125,36.999319045,87,12周3天,12周与13周之间，题面未单列风险等级,0.7006512945653899,0.2993487054346101,1,0
固定两组敏感性,1,20.703125,36.999319045,88,12周4天,12周与13周之间，题面未单列风险等级,0.709942344514667,0.290057655485333,1,0
固定两组敏感性,1,20.703125,36.999319045,89,12周5天,12周与13周之间，题面未单列风险等级,0.7189585976158613,0.28104140238413866,1,0
固定两组敏感性,1,20.703125,36.999319045,90,12周6天,12周与13周之间，题面未单列风险等级,0.7277041983868975,0.2722958016131025,1,0
固定两组敏感性,1,20.703125,36.999319045,91,13周0天,中期发现（13至27周，题面称风险高）,0.7361836949156519,0.26381630508434806,1,1
固定两组敏感性,1,20.703125,36.999319045,92,13周1天,中期发现（13至27周，题面称风险高）,0.7444019820237759,0.25559801797622406,1,0
固定两组敏感性,1,20.703125,36.999319045,93,13周2天,中期发现（13至27周，题面称风险高）,0.752364248352298,0.24763575164770202,1,0
固定两组敏感性,1,20.703125,36.999319045,94,13周3天,中期发现（13至27周，题面称风险高）,0.7600759273530955,0.23992407264690452,1,0
固定两组敏感性,1,20.703125,36.999319045,95,13周4天,中期发现（13至27周，题面称风险高）,0.7675426521259571,0.23245734787404293,1,0
固定两组敏感性,1,20.703125,36.999319045,96,13周5天,中期发现（13至27周，题面称风险高）,0.7747702140046637,0.22522978599533627,1,0
固定两组敏感性,1,20.703125,36.999319045,97,13周6天,中期发现（13至27周，题面称风险高）,0.7817645247665228,0.2182354752334772,1,0
固定两组敏感性,1,20.703125,36.999319045,98,14周0天,中期发现（13至27周，题面称风险高）,0.7885315823173339,0.2114684176826661,1,0
固定两组敏感性,1,20.703125,36.999319045,99,14周1天,中期发现（13至27周，题面称风险高）,0.7950774396870288,0.20492256031297118,1,0
固定两组敏感性,1,20.703125,36.999319045,100,14周2天,中期发现（13至27周，题面称风险高）,0.8014081771595505,0.19859182284044952,1,0
固定两组敏感性,1,20.703125,36.999319045,101,14周3天,中期发现（13至27周，题面称风险高）,0.8075298773531451,0.19247012264685492,1,0
固定两组敏感性,1,20.703125,36.999319045,102,14周4天,中期发现（13至27周，题面称风险高）,0.8134486030635083,0.1865513969364917,1,0
固定两组敏感性,1,20.703125,36.999319045,103,14周5天,中期发现（13至27周，题面称风险高）,0.8191703776815927,0.18082962231840727,1,0
固定两组敏感性,1,20.703125,36.999319045,104,14周6天,中期发现（13至27周，题面称风险高）,0.8247011679997299,0.17529883200027008,1,0
固定两组敏感性,1,20.703125,36.999319045,105,15周0天,中期发现（13至27周，题面称风险高）,0.8300468692236457,0.16995313077635432,1,0
固定两组敏感性,1,20.703125,36.999319045,106,15周1天,中期发现（13至27周，题面称风险高）,0.8352132920134655,0.1647867079865345,1,0
固定两组敏感性,1,20.703125,36.999319045,107,15周2天,中期发现（13至27周，题面称风险高）,0.8402061513835719,0.1597938486164281,1,0
固定两组敏感性,1,20.703125,36.999319045,108,15周3天,中期发现（13至27周，题面称风险高）,0.8450310572988614,0.1549689427011386,1,0
固定两组敏感性,1,20.703125,36.999319045,109,15周4天,中期发现（13至27周，题面称风险高）,0.8496935068132734,0.15030649318672662,1,0
固定两组敏感性,1,20.703125,36.999319045,110,15周5天,中期发现（13至27周，题面称风险高）,0.8541988776051933,0.1458011223948067,1,0
固定两组敏感性,1,20.703125,36.999319045,111,15周6天,中期发现（13至27周，题面称风险高）,0.858552422773284,0.14144757722671597,1,0
固定两组敏感性,1,20.703125,36.999319045,112,16周0天,中期发现（13至27周，题面称风险高）,0.8627592667652911,0.13724073323470887,1,0
固定两组敏感性,1,20.703125,36.999319045,113,16周1天,中期发现（13至27周，题面称风险高）,0.8668244023212968,0.13317559767870324,1,0
固定两组敏感性,1,20.703125,36.999319045,114,16周2天,中期发现（13至27周，题面称风险高）,0.8707526883216244,0.12924731167837555,1,0
固定两组敏感性,1,20.703125,36.999319045,115,16周3天,中期发现（13至27周，题面称风险高）,0.8745488484380828,0.12545115156191722,1,0
固定两组敏感性,1,20.703125,36.999319045,116,16周4天,中期发现（13至27周，题面称风险高）,0.8782174704953786,0.12178252950462143,1,0
固定两组敏感性,1,20.703125,36.999319045,117,16周5天,中期发现（13至27周，题面称风险高）,0.881763006457315,0.11823699354268502,1,0
固定两组敏感性,1,20.703125,36.999319045,118,16周6天,中期发现（13至27周，题面称风险高）,0.8851897729597719,0.11481022704022814,1,0
固定两组敏感性,1,20.703125,36.999319045,119,17周0天,中期发现（13至27周，题面称风险高）,0.8885019523194261,0.11149804768057392,1,0
固定两组敏感性,1,20.703125,36.999319045,120,17周1天,中期发现（13至27周，题面称风险高）,0.8917035939537089,0.1082964060462911,1,0
固定两组敏感性,1,20.703125,36.999319045,121,17周2天,中期发现（13至27周，题面称风险高）,0.8947986161535962,0.10520138384640376,1,0
固定两组敏感性,1,20.703125,36.999319045,122,17周3天,中期发现（13至27周，题面称风险高）,0.8977908081565167,0.10220919184348332,1,0
固定两组敏感性,1,20.703125,36.999319045,123,17周4天,中期发现（13至27周，题面称风险高）,0.9006838324719227,0.09931616752807726,1,0
固定两组敏感性,1,20.703125,36.999319045,124,17周5天,中期发现（13至27周，题面称风险高）,0.9034812274169358,0.09651877258306418,1,0
固定两组敏感性,1,20.703125,36.999319045,125,17周6天,中期发现（13至27周，题面称风险高）,0.9061864098239572,0.09381359017604285,1,0
固定两组敏感性,1,20.703125,36.999319045,126,18周0天,中期发现（13至27周，题面称风险高）,0.9088026778862467,0.09119732211375331,1,0
固定两组敏感性,1,20.703125,36.999319045,127,18周1天,中期发现（13至27周，题面称风险高）,0.9113332141112362,0.08866678588876375,1,0
固定两组敏感性,1,20.703125,36.999319045,128,18周2天,中期发现（13至27周，题面称风险高）,0.9137810883547802,0.08621891164521978,1,0
固定两组敏感性,1,20.703125,36.999319045,129,18周3天,中期发现（13至27周，题面称风险高）,0.9161492609126768,0.08385073908732321,1,0
固定两组敏感性,1,20.703125,36.999319045,130,18周4天,中期发现（13至27周，题面称风险高）,0.9184405856486368,0.08155941435136316,1,0
固定两组敏感性,1,20.703125,36.999319045,131,18周5天,中期发现（13至27周，题面称风险高）,0.9206578131404498,0.07934218685955019,1,0
固定两组敏感性,1,20.703125,36.999319045,132,18周6天,中期发现（13至27周，题面称风险高）,0.9228035938284315,0.07719640617156853,1,0
固定两组敏感性,1,20.703125,36.999319045,133,19周0天,中期发现（13至27周，题面称风险高）,0.9248804811523353,0.07511951884766466,1,0
固定两组敏感性,1,20.703125,36.999319045,134,19周1天,中期发现（13至27周，题面称风险高）,0.9268909346648029,0.07310906533519712,1,0
固定两组敏感性,1,20.703125,36.999319045,135,19周2天,中期发现（13至27周，题面称风险高）,0.928837323111128,0.07116267688887201,1,0
固定两组敏感性,1,20.703125,36.999319045,136,19周3天,中期发现（13至27周，题面称风险高）,0.9307219274666292,0.06927807253337082,1,0
固定两组敏感性,1,20.703125,36.999319045,137,19周4天,中期发现（13至27周，题面称风险高）,0.9325469439242907,0.06745305607570928,1,0
固定两组敏感性,1,20.703125,36.999319045,138,19周5天,中期发现（13至27周，题面称风险高）,0.9343144868265377,0.06568551317346227,1,0
固定两组敏感性,1,20.703125,36.999319045,139,19周6天,中期发现（13至27周，题面称风险高）,0.9360265915361002,0.06397340846389976,1,0
固定两组敏感性,1,20.703125,36.999319045,140,20周0天,中期发现（13至27周，题面称风险高）,0.9376852172418737,0.0623147827581263,1,0
固定两组敏感性,1,20.703125,36.999319045,141,20周1天,中期发现（13至27周，题面称风险高）,0.9392922496965306,0.06070775030346942,1,0
固定两组敏感性,1,20.703125,36.999319045,142,20周2天,中期发现（13至27周，题面称风险高）,0.9408495038833903,0.05915049611660972,1,0
固定两组敏感性,1,20.703125,36.999319045,143,20周3天,中期发现（13至27周，题面称风险高）,0.9423587266107091,0.057641273389290926,1,0
固定两组敏感性,1,20.703125,36.999319045,144,20周4天,中期发现（13至27周，题面称风险高）,0.9438215990321328,0.05617840096786719,1,0
固定两组敏感性,1,20.703125,36.999319045,145,20周5天,中期发现（13至27周，题面称风险高）,0.945239739092554,0.05476026090744601,1,0
固定两组敏感性,1,20.703125,36.999319045,146,20周6天,中期发现（13至27周，题面称风险高）,0.9466147038990584,0.05338529610094156,1,0
固定两组敏感性,1,20.703125,36.999319045,147,21周0天,中期发现（13至27周，题面称风险高）,0.9479479920170286,0.05205200798297138,1,0
固定两组敏感性,1,20.703125,36.999319045,148,21周1天,中期发现（13至27周，题面称风险高）,0.9492410456917869,0.05075895430821309,1,0
固定两组敏感性,1,20.703125,36.999319045,149,21周2天,中期发现（13至27周，题面称风险高）,0.9504952529964589,0.04950474700354113,1,0
固定两组敏感性,1,20.703125,36.999319045,150,21周3天,中期发现（13至27周，题面称风险高）,0.9517119499069606,0.04828805009303938,1,0
固定两组敏感性,1,20.703125,36.999319045,151,21周4天,中期发现（13至27周，题面称风险高）,0.9528924223052261,0.04710757769477392,1,0
固定两组敏感性,1,20.703125,36.999319045,152,21周5天,中期发现（13至27周，题面称风险高）,0.9540379079119514,0.04596209208804858,1,0
固定两组敏感性,1,20.703125,36.999319045,153,21周6天,中期发现（13至27周，题面称风险高）,0.9551495981502776,0.04485040184972244,1,0
固定两组敏感性,1,20.703125,36.999319045,154,22周0天,中期发现（13至27周，题面称风险高）,0.9562286399419399,0.04377136005806015,1,0
固定两组敏感性,1,20.703125,36.999319045,155,22周1天,中期发现（13至27周，题面称风险高）,0.9572761374375119,0.04272386256248806,1,0
固定两组敏感性,1,20.703125,36.999319045,156,22周2天,中期发现（13至27周，题面称风险高）,0.9582931536824311,0.041706846317568935,1,0
固定两组敏感性,1,20.703125,36.999319045,157,22周3天,中期发现（13至27周，题面称风险高）,0.9592807122205537,0.040719287779446334,1,0
固定两组敏感性,1,20.703125,36.999319045,158,22周4天,中期发现（13至27周，题面称风险高）,0.9602397986370177,0.039760201362982306,1,0
固定两组敏感性,1,20.703125,36.999319045,159,22周5天,中期发现（13至27周，题面称风险高）,0.9611713620422251,0.038828637957774914,1,0
固定两组敏感性,1,20.703125,36.999319045,160,22周6天,中期发现（13至27周，题面称风险高）,0.9620763164987511,0.03792368350124886,1,0
固定两组敏感性,1,20.703125,36.999319045,161,23周0天,中期发现（13至27周，题面称风险高）,0.96295554239301,0.037044457606990044,1,0
固定两组敏感性,1,20.703125,36.999319045,162,23周1天,中期发现（13至27周，题面称风险高）,0.963809887753479,0.03619011224652102,1,0
固定两组敏感性,1,20.703125,36.999319045,163,23周2天,中期发现（13至27周，题面称风险高）,0.9646401695172867,0.035359830482713295,1,0
固定两组敏感性,1,20.703125,36.999319045,164,23周3天,中期发现（13至27周，题面称风险高）,0.9654471747469364,0.03455282525306358,1,0
固定两组敏感性,1,20.703125,36.999319045,165,23周4天,中期发现（13至27周，题面称风险高）,0.9662316617989184,0.033768338201081605,1,0
固定两组敏感性,1,20.703125,36.999319045,166,23周5天,中期发现（13至27周，题面称风险高）,0.96699436144593,0.033005638554070016,1,0
固定两组敏感性,1,20.703125,36.999319045,167,23周6天,中期发现（13至27周，题面称风险高）,0.9677359779543927,0.0322640220456073,1,0
固定两组敏感性,1,20.703125,36.999319045,168,24周0天,中期发现（13至27周，题面称风险高）,0.9684571901189093,0.031542809881090705,1,0
固定两组敏感性,1,20.703125,36.999319045,169,24周1天,中期发现（13至27周，题面称风险高）,0.9691586522552769,0.030841347744723135,1,0
